time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
220903200.0,	43.92122357358724,	4.954740786227299,	0.015,	0.05,	0.2,	0.2,	400
236682000.0,	43.92122357358724,	4.954740786227299,	0.015007061173869744,	0.0525363161202478,	0.20610212119507496,	0.23578385806670638,	400
252460800.0,	43.92122357358724,	4.954740786227299,	0.015018063904255786,	0.056370585079061536,	0.22380610515234484,	0.2775018919445174,	400
268239600.0,	43.92122357358724,	4.954740786227299,	0.0150352364159088,	0.06179227518709328,	0.25693980675135797,	0.3224811218856326,	400
284018400.0,	43.92122357358724,	4.954740786227299,	0.015066859212984838,	0.06860916284081411,	0.29253718645069327,	0.37389004040969015,	400
299797200.0,	43.92122357358724,	4.954740786227299,	0.01513265822475713,	0.07649356631748178,	0.32634667585717236,	0.4296408736700503,	400
315576000.0,	43.92122357358724,	4.954740786227299,	0.015279848204535684,	0.08503998890765598,	0.3578843985161375,	0.4863256301838925,	400
331354800.0,	43.92122357358724,	4.954740786227299,	0.015599583656460695,	0.09356250014073136,	0.3856457464544655,	0.5403404645525164,	400
347133600.0,	43.92122357358724,	4.954740786227299,	0.016216454712268062,	0.10204328038770945,	0.4133961330759176,	0.5913327440165509,	400
362912400.0,	43.92122357358724,	4.954740786227299,	0.017088681833120185,	0.10907533100203917,	0.434060182477439,	0.6341559969307391,	400
378691200.0,	43.92122357358724,	4.954740786227299,	0.018094586824714317,	0.11531254469731562,	0.4533005134892992,	0.6725543911539109,	400
394470000.0,	43.92122357358724,	4.954740786227299,	0.019218130370522314,	0.12140004352120536,	0.47483343222460217,	0.7104922723768248,	400
410248800.0,	43.92122357358724,	4.954740786227299,	0.020284161319692014,	0.12650397744198597,	0.4925333080636608,	0.7439637514520965,	400
426027600.0,	43.92122357358724,	4.954740786227299,	0.02132010890060106,	0.13112712461151063,	0.509466238148517,	0.7754402495719473,	400
441806400.0,	43.92122357358724,	4.954740786227299,	0.02243121591783746,	0.13589034711526,	0.5295573211007558,	0.8084515018037889,	400
457585200.0,	43.92122357358724,	4.954740786227299,	0.02346793405150633,	0.14004162942572704,	0.5469596487991474,	0.8385413375422899,	400
473364000.0,	43.92122357358724,	4.954740786227299,	0.024436261185018713,	0.1437267478480097,	0.5626230993484098,	0.866266656180267,	400
489142800.0,	43.92122357358724,	4.954740786227299,	0.025344426208461352,	0.14704199139448695,	0.5770293934242852,	0.8920146488725547,	400
504921600.0,	43.92122357358724,	4.954740786227299,	0.026292550799028036,	0.15042148919462847,	0.5931165106573931,	0.9186657196014396,	400
520700400.0,	43.92122357358724,	4.954740786227299,	0.027122886339612386,	0.15324602486846364,	0.606155805191709,	0.941762361943769,	400
536479200.0,	43.92122357358724,	4.954740786227299,	0.027886259058452992,	0.15576309582053818,	0.6178890961786775,	0.9628650575578623,	400
552258000.0,	43.92122357358724,	4.954740786227299,	0.028577530789929213,	0.15797927003023043,	0.6282621025733232,	0.9818764835097269,	400
568036800.0,	43.92122357358724,	4.954740786227299,	0.029371677188441796,	0.16051144511658705,	0.6415530230132651,	1.003607118337069,	400
583815600.0,	43.92122357358724,	4.954740786227299,	0.030091890944350507,	0.16273790637730806,	0.6531515074853622,	1.023157178663116,	400
599594400.0,	43.92122357358724,	4.954740786227299,	0.030741461678352497,	0.16469455333073676,	0.6632985476867083,	1.0406867407742175,	400
615373200.0,	43.92122357358724,	4.954740786227299,	0.03127727507138434,	0.1662659834895771,	0.6711939488393808,	1.0550850973898935,	400
631152000.0,	43.92122357358724,	4.954740786227299,	0.031672023111805184,	0.16739613787451557,	0.6765957901615093,	1.065668393028297,	400
646930800.0,	43.92122357358724,	4.954740786227299,	0.03227585086540525,	0.1691464924947794,	0.6863589502761929,	1.0818171149588214,	400
662709600.0,	43.92122357358724,	4.954740786227299,	0.03277291315026667,	0.17055174867535702,	0.6939449625516295,	1.0950451458080463,	400
678488400.0,	43.92122357358724,	4.954740786227299,	0.03317860814213187,	0.17167708168249782,	0.6998719910141054,	1.1058093032798273,	400
694267200.0,	43.92122357358724,	4.954740786227299,	0.0334495520079751,	0.17241415936000717,	0.7035555072500258,	1.1129863911358169,	400
710046000.0,	43.92122357358724,	4.954740786227299,	0.03391923464713113,	0.17370869245258097,	0.7109492908400592,	1.1254029163209043,	400
725824800.0,	43.92122357358724,	4.954740786227299,	0.03426891081186551,	0.17465221302543615,	0.7161054101322399,	1.1346169604130827,	400
741603600.0,	43.92122357358724,	4.954740786227299,	0.03452640704365503,	0.17533691996922082,	0.7197317332140926,	1.141390626976572,	400
757382400.0,	43.92122357358724,	4.954740786227299,	0.034817913667222276,	0.17611074114846148,	0.7239791621970734,	1.149048011403874,	400
773161200.0,	43.92122357358724,	4.954740786227299,	0.03496284364005355,	0.17648884848891014,	0.7259247579807706,	1.1528512378219065,	400
788940000.0,	43.92122357358724,	4.954740786227299,	0.03506473901207393,	0.17675317200255983,	0.7272658770211118,	1.155524244664817,	400
804718800.0,	43.92122357358724,	4.954740786227299,	0.03513984145071589,	0.17694727921070602,	0.7282431433297195,	1.157493970369982,	400
820497600.0,	43.92122357358724,	4.954740786227299,	0.03550632262784425,	0.17791687948921456,	0.7340158133238186,	1.1670896331230771,	400
836276400.0,	43.92122357358724,	4.954740786227299,	0.035759793682670404,	0.17857572051407736,	0.7377681146827864,	1.173709602703464,	400
852055200.0,	43.92122357358724,	4.954740786227299,	0.03585651594608102,	0.17882277898115195,	0.7390776552020982,	1.1762335206681986,	400
867834000.0,	43.92122357358724,	4.954740786227299,	0.03592148448869721,	0.1789880676299036,	0.7399441613784026,	1.1779284266575951,	400
