time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	23.15250145020784,	9.774148162513832,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	23.15250145020784,	9.774148162513832,	0.015006241122297296,	0.052181629670178385,	0.2045160902661326,	0.23162840172822552,	400
31557600.0,	23.15250145020784,	9.774148162513832,	0.015015765023293392,	0.055315219999291954,	0.21619808053484796,	0.2689830632237625,	400
47336400.0,	23.15250145020784,	9.774148162513832,	0.015030149550883968,	0.059708802976527746,	0.2404606004459677,	0.3097384960463198,	400
63115200.0,	23.15250145020784,	9.774148162513832,	0.015053868073145975,	0.0652973871803349,	0.2712769918456874,	0.35446178430937675,	400
78894000.0,	23.15250145020784,	9.774148162513832,	0.015098477975644833,	0.07204266309688676,	0.30374914615977155,	0.4039395325688701,	400
94672800.0,	23.15250145020784,	9.774148162513832,	0.015190886440239706,	0.07967791919564599,	0.3351724946820338,	0.4563902273161291,	400
110451600.0,	23.15250145020784,	9.774148162513832,	0.015390572378124499,	0.08788474418205003,	0.3651667194721108,	0.5094323199733635,	400
126230400.0,	23.15250145020784,	9.774148162513832,	0.015789995118056826,	0.09584974592173014,	0.3909259172373357,	0.5592832710430989,	400
142009200.0,	23.15250145020784,	9.774148162513832,	0.01646367705029887,	0.10339221704331587,	0.414895147838156,	0.6050324171187001,	400
157788000.0,	23.15250145020784,	9.774148162513832,	0.017348174648638633,	0.10999019234889773,	0.4353280486884784,	0.6451738853559927,	400
173566800.0,	23.15250145020784,	9.774148162513832,	0.018326190997745323,	0.11581522238575179,	0.4538860645994433,	0.6812813621182119,	400
189345600.0,	23.15250145020784,	9.774148162513832,	0.01928516460256736,	0.12078825342569259,	0.4698693029301453,	0.7132568726895019,	400
205124400.0,	23.15250145020784,	9.774148162513832,	0.020241967162601508,	0.1253673922860327,	0.48566879400648966,	0.743589270474122,	400
220903200.0,	23.15250145020784,	9.774148162513832,	0.021150999067421322,	0.1294293009990238,	0.5001404615132865,	0.7714820554592916,	400
236682000.0,	23.15250145020784,	9.774148162513832,	0.02190916411770225,	0.132600941929035,	0.5108942772505468,	0.7942753261881238,	400
252460800.0,	23.15250145020784,	9.774148162513832,	0.022581686810285405,	0.1353022642326592,	0.5201490012065473,	0.8142898441564261,	400
268239600.0,	23.15250145020784,	9.774148162513832,	0.02323271531542423,	0.1378448826173424,	0.5293499580498882,	0.8335167777726471,	400
284018400.0,	23.15250145020784,	9.774148162513832,	0.023866274176154702,	0.14025504759827606,	0.5385232629878193,	0.8520844541943235,	400
299797200.0,	23.15250145020784,	9.774148162513832,	0.024368222981605882,	0.1420963985494203,	0.5452424528471917,	0.8666913521259184,	400
315576000.0,	23.15250145020784,	9.774148162513832,	0.024849084225856785,	0.1438277786912356,	0.5517885743700319,	0.8806248635903927,	400
331354800.0,	23.15250145020784,	9.774148162513832,	0.025265340359844783,	0.14529437649398794,	0.5573282783895771,	0.8926364001233906,	400
347133600.0,	23.15250145020784,	9.774148162513832,	0.02567644823817394,	0.14672319104981926,	0.5629310450319093,	0.9044581829365248,	400
362912400.0,	23.15250145020784,	9.774148162513832,	0.02588248065153541,	0.14741853475267516,	0.5653736395244012,	0.9103662624670881,	400
378691200.0,	23.15250145020784,	9.774148162513832,	0.026050570075579125,	0.14798097078949332,	0.5673409849880626,	0.9151823874597167,	400
394470000.0,	23.15250145020784,	9.774148162513832,	0.026244265692545593,	0.1486270576908049,	0.5696873343312594,	0.9207271483946953,	400
410248800.0,	23.15250145020784,	9.774148162513832,	0.02628449401910686,	0.14875918678333244,	0.5701261211620248,	0.9218782678998505,	400
