time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	93.60911259760296,	5.276639110868052,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	93.60911259760296,	5.276639110868052,	0.015004276774609627,	0.05664309166169176,	0.277895669607734,	0.2216741067119342,	400
31557600.0,	93.60911259760296,	5.276639110868052,	0.015028211156331997,	0.0725891843273425,	0.3571740888912742,	0.33319574926198353,	400
47336400.0,	93.60911259760296,	5.276639110868052,	0.015092216928652894,	0.09652560262595579,	0.4970042951704251,	0.41523291726701517,	400
63115200.0,	93.60911259760296,	5.276639110868052,	0.01573884304798494,	0.13416911857901664,	0.5896860958473849,	0.6126879627581101,	400
78894000.0,	93.60911259760296,	5.276639110868052,	0.022428261679121375,	0.1591077082766893,	0.7203856831331612,	0.7224103045119786,	400
94672800.0,	93.60911259760296,	5.276639110868052,	0.026120746846298806,	0.18630074398649005,	0.8728092721121933,	0.8857379769521335,	400
110451600.0,	93.60911259760296,	5.276639110868052,	0.032871058221092805,	0.20638657963947196,	0.9816521058948892,	1.012629648731091,	400
126230400.0,	93.60911259760296,	5.276639110868052,	0.03790672887639013,	0.22559006576428406,	1.1136545617388292,	1.1594200133607802,	400
142009200.0,	93.60911259760296,	5.276639110868052,	0.043469039627192306,	0.24161825128578737,	1.222195417656391,	1.2850880271745595,	400
157788000.0,	93.60911259760296,	5.276639110868052,	0.048473134836305165,	0.2550667017139411,	1.3147293707544572,	1.4011917337134006,	400
173566800.0,	93.60911259760296,	5.276639110868052,	0.05309866322577657,	0.2671271485909809,	1.4086827225454899,	1.5067053735333098,	400
189345600.0,	93.60911259760296,	5.276639110868052,	0.05707788359261517,	0.2768470318034024,	1.482744533808115,	1.594915739795485,	400
205124400.0,	93.60911259760296,	5.276639110868052,	0.06065148207443981,	0.285591389081168,	1.5574270107875652,	1.6730914161469956,	400
220903200.0,	93.60911259760296,	5.276639110868052,	0.06376075314249054,	0.2928949260089449,	1.6188527082059954,	1.7396797060569849,	400
236682000.0,	93.60911259760296,	5.276639110868052,	0.06604792549832497,	0.29836078751923195,	1.667788916917345,	1.7881843910574091,	400
252460800.0,	93.60911259760296,	5.276639110868052,	0.06795341268155373,	0.30277383709762873,	1.7058961096412442,	1.8281027062567063,	400
268239600.0,	93.60911259760296,	5.276639110868052,	0.06961077057138915,	0.3068131796237136,	1.7458949011064586,	1.8625749777199474,	400
284018400.0,	93.60911259760296,	5.276639110868052,	0.07102576124819669,	0.3101957367821652,	1.7787119114424845,	1.8916465766880564,	400
299797200.0,	93.60911259760296,	5.276639110868052,	0.07206884752751072,	0.31268503879101495,	1.8028551688671737,	1.9129199388408955,	400
315576000.0,	93.60911259760296,	5.276639110868052,	0.07272310518854096,	0.31418419017930566,	1.8161117193026848,	1.9262041644850258,	400
331354800.0,	93.60911259760296,	5.276639110868052,	0.07320139543723624,	0.3153816571092713,	1.8287704315427291,	1.935901997819689,	400
347133600.0,	93.60911259760296,	5.276639110868052,	0.07372705113853494,	0.316704673185702,	1.8430272904943243,	1.9465113690977018,	400
362912400.0,	93.60911259760296,	5.276639110868052,	0.073900161962111,	0.3171217855778333,	1.8471170188954793,	1.9499947823889028,	400
378691200.0,	93.60911259760296,	5.276639110868052,	0.07400460175100816,	0.31737759208092076,	1.8497013741014663,	1.952094915380387,	400
394470000.0,	93.60911259760296,	5.276639110868052,	0.07420649995916069,	0.31787780769077845,	1.854903925360797,	1.9561496745734432,	400
410248800.0,	93.60911259760296,	5.276639110868052,	0.07422660580312457,	0.3179281945090938,	1.8554342712656304,	1.9565532162790036,	400
426027600.0,	93.60911259760296,	5.276639110868052,	0.07424589329442537,	0.317978212086841,	1.8559918801145179,	1.9569402694277571,	400
441806400.0,	93.60911259760296,	5.276639110868052,	0.07442785202373257,	0.3184053687472675,	1.8600048034143923,	1.9605878062298097,	400
457585200.0,	93.60911259760296,	5.276639110868052,	0.07444503916762751,	0.3184454872202074,	1.8603742010011195,	1.960932357264957,	400
473364000.0,	93.60911259760296,	5.276639110868052,	0.07446997371746553,	0.31850373306622914,	1.8609118774589717,	1.9614321644655646,	400
489142800.0,	93.60911259760296,	5.276639110868052,	0.07452395221920813,	0.31863149695324094,	1.8621275397532704,	1.962513869234702,	400
504921600.0,	93.60911259760296,	5.276639110868052,	0.07457634938328732,	0.3187554993594926,	1.863308229449663,	1.9635636105051322,	400
