time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	48.641358970711146,	6.920656960366508,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	48.641358970711146,	6.920656960366508,	0.015010746280888514,	0.05517349267724064,	0.22841262460035933,	0.2544564261454527,	400
31557600.0,	48.641358970711146,	6.920656960366508,	0.015028098287666544,	0.06299707923997397,	0.2820579634155685,	0.3112221577216442,	400
47336400.0,	48.641358970711146,	6.920656960366508,	0.015068788229304823,	0.07393415805614016,	0.33717532682645157,	0.3849155425183207,	400
63115200.0,	48.641358970711146,	6.920656960366508,	0.015194787697818481,	0.08855902115993183,	0.40019637851261497,	0.46993799910762957,	400
78894000.0,	48.641358970711146,	6.920656960366508,	0.015697912802427237,	0.10493428616515461,	0.45510905403830915,	0.5612578281616258,	400
94672800.0,	48.641358970711146,	6.920656960366508,	0.017267331764028164,	0.11942981624794959,	0.5005372515792327,	0.6414156864082196,	400
110451600.0,	48.641358970711146,	6.920656960366508,	0.019377034555838904,	0.13203047687108563,	0.5541942441826936,	0.7052532920577845,	400
126230400.0,	48.641358970711146,	6.920656960366508,	0.0216214434028981,	0.14291392282990947,	0.598699580683734,	0.7680489919773623,	400
142009200.0,	48.641358970711146,	6.920656960366508,	0.023807576420972677,	0.1524114993022962,	0.6386455370670844,	0.82895661203961,	400
157788000.0,	48.641358970711146,	6.920656960366508,	0.02571302955995795,	0.16052580046717385,	0.6789827062270755,	0.8815715449634447,	400
173566800.0,	48.641358970711146,	6.920656960366508,	0.027687550869804158,	0.16765268963482918,	0.7092497190144221,	0.9345931856704194,	400
189345600.0,	48.641358970711146,	6.920656960366508,	0.029316877958470183,	0.17384481071287583,	0.7441944675568246,	0.978518594587281,	400
205124400.0,	48.641358970711146,	6.920656960366508,	0.03088999503094034,	0.17922033979373722,	0.7718404500576475,	1.0198212672434035,	400
220903200.0,	48.641358970711146,	6.920656960366508,	0.032258099883823,	0.18384596665252811,	0.7979435070945919,	1.055487730963698,	400
236682000.0,	48.641358970711146,	6.920656960366508,	0.03330148296707557,	0.18722792469938113,	0.816314952097164,	1.082401429917325,	400
252460800.0,	48.641358970711146,	6.920656960366508,	0.03420950811507849,	0.19015095459354775,	0.8331226300969247,	1.1056982117364562,	400
268239600.0,	48.641358970711146,	6.920656960366508,	0.035072304259119204,	0.19284205594167877,	0.8485050636246423,	1.1276840576594238,	400
284018400.0,	48.641358970711146,	6.920656960366508,	0.03582584326996689,	0.19509483250808674,	0.860671013193826,	1.146791213593894,	400
299797200.0,	48.641358970711146,	6.920656960366508,	0.036397081096953325,	0.19675392837846606,	0.8692028445165727,	1.1612508611690824,	400
315576000.0,	48.641358970711146,	6.920656960366508,	0.03680352910332206,	0.19790881144398373,	0.8748758191878504,	1.1715361412322272,	400
331354800.0,	48.641358970711146,	6.920656960366508,	0.03701213649704727,	0.19848962152595281,	0.8775334375405971,	1.176818359293736,	400
347133600.0,	48.641358970711146,	6.920656960366508,	0.03726199683981173,	0.19918572507374838,	0.8808407730132157,	1.183144681947424,	400
362912400.0,	48.641358970711146,	6.920656960366508,	0.03730470316950252,	0.1993026469780162,	0.8813506234810642,	1.1842269820196465,	400
