time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	46.378469592974646,	1.8469422827963284,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	46.378469592974646,	1.8469422827963284,	0.015010746280888514,	0.05517349267724065,	0.22841262460035938,	0.2544564261454528,	400
31557600.0,	46.378469592974646,	1.8469422827963284,	0.015028098287666544,	0.06299707923997397,	0.2820579634155684,	0.3112221577216443,	400
47336400.0,	46.378469592974646,	1.8469422827963284,	0.015068788229304823,	0.07393415805614018,	0.3371753268264518,	0.38491554251832066,	400
63115200.0,	46.378469592974646,	1.8469422827963284,	0.015194787697818481,	0.08855902115993185,	0.4001963785126149,	0.46993799910762973,	400
78894000.0,	46.378469592974646,	1.8469422827963284,	0.01569791280242724,	0.10493428616515466,	0.4551090540383094,	0.561257828161626,	400
94672800.0,	46.378469592974646,	1.8469422827963284,	0.017267331764028167,	0.11942981624794964,	0.5005372515792329,	0.6414156864082197,	400
110451600.0,	46.378469592974646,	1.8469422827963284,	0.01958308838052361,	0.131766702895158,	0.5446136914180635,	0.711414657962028,	400
126230400.0,	46.378469592974646,	1.8469422827963284,	0.021925174276719004,	0.14274783534331378,	0.5895636412579255,	0.7791305768454754,	400
142009200.0,	46.378469592974646,	1.8469422827963284,	0.024220959889906274,	0.15234509735465596,	0.6315616609212188,	0.843659170004244,	400
157788000.0,	46.378469592974646,	1.8469422827963284,	0.026369575519446613,	0.16045399083144898,	0.6676682439651446,	0.9029527315458044,	400
173566800.0,	46.378469592974646,	1.8469422827963284,	0.02843517082650945,	0.16775248365683704,	0.7031213065972618,	0.9592892739986897,	400
189345600.0,	46.378469592974646,	1.8469422827963284,	0.03032991065982002,	0.17396175310289946,	0.7335643305647884,	1.010147289020517,	400
205124400.0,	46.378469592974646,	1.8469422827963284,	0.032103940406589385,	0.179476767763369,	0.7619458447277979,	1.057268808206315,	400
220903200.0,	46.378469592974646,	1.8469422827963284,	0.03371643956790662,	0.18423591445248444,	0.7868072525792229,	1.099642571357791,	400
236682000.0,	46.378469592974646,	1.8469422827963284,	0.03500385676425162,	0.18782196139380739,	0.8041977982043289,	1.133219237821862,	400
252460800.0,	46.378469592974646,	1.8469422827963284,	0.036169750370655805,	0.19097982990963594,	0.8200180602792345,	1.1635383092674803,	400
268239600.0,	46.378469592974646,	1.8469422827963284,	0.037282381230657746,	0.19393101301825535,	0.835646354535178,	1.1923468644835546,	400
284018400.0,	46.378469592974646,	1.8469422827963284,	0.038263515785105714,	0.19646468462857689,	0.8491509697335679,	1.2176157810366548,	400
299797200.0,	46.378469592974646,	1.8469422827963284,	0.039042438652316415,	0.1984194861254376,	0.8592081981877914,	1.2375969663403117,	400
315576000.0,	46.378469592974646,	1.8469422827963284,	0.039637313997882555,	0.1998795248138989,	0.8664621692303971,	1.2528247384245488,	400
331354800.0,	46.378469592974646,	1.8469422827963284,	0.040012652253420836,	0.2007824186343087,	0.8706783222046115,	1.262425885399428,	400
347133600.0,	46.378469592974646,	1.8469422827963284,	0.04042554502116462,	0.20177283678229646,	0.8755296309822485,	1.2729782710313955,	400
362912400.0,	46.378469592974646,	1.8469422827963284,	0.040609280036499065,	0.2022061208559575,	0.8774912375320767,	1.277673684755813,	400
378691200.0,	46.378469592974646,	1.8469422827963284,	0.04074030017848736,	0.20251361642973334,	0.8788691555262004,	1.2810219155021074,	400
394470000.0,	46.378469592974646,	1.8469422827963284,	0.040975729458499595,	0.20306791499369023,	0.8815087036710285,	1.2870340411636774,	400
410248800.0,	46.378469592974646,	1.8469422827963284,	0.04099249083733155,	0.20310686605455333,	0.8816788548746175,	1.2874622835904364,	400
