time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	20.57671601539528,	6.9388712699239,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	20.57671601539528,	6.9388712699239,	0.015005967897062369,	0.05206953743233418,	0.2040762868609345,	0.2302438662310126,	400
31557600.0,	20.57671601539528,	6.9388712699239,	0.015015039915016019,	0.05501790152582494,	0.21437016512940282,	0.26622996553323963,	400
47336400.0,	20.57671601539528,	6.9388712699239,	0.015028739073226377,	0.05918639187802516,	0.2366782156691779,	0.3060197039341175,	400
63115200.0,	20.57671601539528,	6.9388712699239,	0.015050862468232739,	0.06453572828672346,	0.2665354372921467,	0.3494660284976381,	400
78894000.0,	20.57671601539528,	6.9388712699239,	0.015091469730422129,	0.0709923225936036,	0.29811921555977283,	0.3975330992417706,	400
94672800.0,	20.57671601539528,	6.9388712699239,	0.015173005132885012,	0.07825073566854576,	0.32824622202794485,	0.44836482225265495,	400
110451600.0,	20.57671601539528,	6.9388712699239,	0.015345889054677006,	0.08621740913366266,	0.3582758304391267,	0.500343228580759,	400
126230400.0,	20.57671601539528,	6.9388712699239,	0.015695247381728852,	0.09411629607128258,	0.38455622425043495,	0.550070013867987,	400
142009200.0,	20.57671601539528,	6.9388712699239,	0.016302514281742113,	0.10164730166443602,	0.40868106731338333,	0.5959825322455002,	400
157788000.0,	20.57671601539528,	6.9388712699239,	0.01712985907629462,	0.1082632614824136,	0.4290970679158051,	0.6362808384098251,	400
173566800.0,	20.57671601539528,	6.9388712699239,	0.018077986822922585,	0.11417941393025581,	0.447963243409337,	0.6727456725325364,	400
189345600.0,	20.57671601539528,	6.9388712699239,	0.019036285475947157,	0.11931193439131359,	0.4646054405206649,	0.7054053952882553,	400
205124400.0,	20.57671601539528,	6.9388712699239,	0.01998959117261978,	0.12396946684545189,	0.4805807441307245,	0.7359772911366623,	400
220903200.0,	20.57671601539528,	6.9388712699239,	0.020898318238405572,	0.12809741182792092,	0.495182582396569,	0.7640670838175513,	400
236682000.0,	20.57671601539528,	6.9388712699239,	0.02166929048957117,	0.13137178380734,	0.5062960770395546,	0.7873666520340483,	400
252460800.0,	20.57671601539528,	6.9388712699239,	0.02238137880925722,	0.13427701936107572,	0.5164686001063954,	0.8086361851742256,	400
268239600.0,	20.57671601539528,	6.9388712699239,	0.023049632201172753,	0.13691343400660422,	0.5260452947454872,	0.828410023221435,	400
284018400.0,	20.57671601539528,	6.9388712699239,	0.02368395935275199,	0.13934365956972708,	0.5352158086309897,	0.8470267101610635,	400
299797200.0,	20.57671601539528,	6.9388712699239,	0.024202652350301952,	0.14126231513259097,	0.5422428309122047,	0.8621422560223727,	400
315576000.0,	20.57671601539528,	6.9388712699239,	0.02472512222263804,	0.1431620578939335,	0.5495950113109304,	0.8772960671534257,	400
331354800.0,	20.57671601539528,	6.9388712699239,	0.025171157988892783,	0.14474378749542485,	0.5556646743675204,	0.8901681079981617,	400
347133600.0,	20.57671601539528,	6.9388712699239,	0.025599361303190148,	0.14623818922623807,	0.5615717386371699,	0.9024776582301348,	400
362912400.0,	20.57671601539528,	6.9388712699239,	0.025844824158774007,	0.147070490724062,	0.564569078936143,	0.9095120977359239,	400
378691200.0,	20.57671601539528,	6.9388712699239,	0.026060190772665727,	0.1477939101790367,	0.5671871707522519,	0.9156768187756742,	400
394470000.0,	20.57671601539528,	6.9388712699239,	0.026285228584409556,	0.14854561001369265,	0.5699912471544616,	0.9221105272591392,	400
410248800.0,	20.57671601539528,	6.9388712699239,	0.026369757051219776,	0.148823420489942,	0.5709504338131351,	0.9245253104105247,	400
