time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
3487114800.0,	43.691209580283065,	8.202887305923744,	0.015,	0.05,	0.2,	0.2,	400
3502893600.0,	43.691209580283065,	8.202887305923744,	0.01500348532603577,	0.05114374110659423,	0.2014320687327194,	0.21766332258694907,	400
3518672400.0,	43.691209580283065,	8.202887305923744,	0.015008207237663116,	0.05258419949975283,	0.20393286829409343,	0.23841278302815497,	400
3534451200.0,	43.691209580283065,	8.202887305923744,	0.0150153045564444,	0.05461524934074493,	0.2094025091289248,	0.2646495878784218,	400
3550230000.0,	43.691209580283065,	8.202887305923744,	0.015025223688449165,	0.05719586109343254,	0.21914583076510952,	0.2938010767935812,	400
3566008800.0,	43.691209580283065,	8.202887305923744,	0.015040005818977614,	0.060676739690082186,	0.23674503922688625,	0.3267859835601312,	400
3581787600.0,	43.691209580283065,	8.202887305923744,	0.015061737883052397,	0.0646157470539412,	0.2559957949792794,	0.3610192481295474,	400
3597566400.0,	43.691209580283065,	8.202887305923744,	0.015097058594730074,	0.06936050701056234,	0.27930948790738813,	0.3981059327466175,	400
3613345200.0,	43.691209580283065,	8.202887305923744,	0.015116481120623646,	0.0724691726014583,	0.30585194578133257,	0.41063470418441156,	400
3629124000.0,	43.691209580283065,	8.202887305923744,	0.015175615142305882,	0.07804601336554451,	0.3372169843138407,	0.4414123870501273,	400
3644902800.0,	43.691209580283065,	8.202887305923744,	0.015279186830574594,	0.08323161690686907,	0.3554534943800767,	0.474934540579375,	400
3660681600.0,	43.691209580283065,	8.202887305923744,	0.015446876537156247,	0.08844505875357951,	0.3715164961083024,	0.5084857069911576,	400
3676460400.0,	43.691209580283065,	8.202887305923744,	0.015687794100110973,	0.09321432302735629,	0.38456722111546887,	0.5390910758443604,	400
3692239200.0,	43.691209580283065,	8.202887305923744,	0.016017568001413362,	0.09791680108135617,	0.39809061384679645,	0.5680637484197151,	400
3708018000.0,	43.691209580283065,	8.202887305923744,	0.016409857023839725,	0.10211389451841527,	0.4099891894659342,	0.5935662275785016,	400
3723796800.0,	43.691209580283065,	8.202887305923744,	0.01695028049704538,	0.10703367402666171,	0.4266879692652921,	0.621943802957689,	400
3739575600.0,	43.691209580283065,	8.202887305923744,	0.01755464661896993,	0.11153857898468914,	0.4418722539691082,	0.6480526299050664,	400
3755354400.0,	43.691209580283065,	8.202887305923744,	0.01814588387291515,	0.1158071392199617,	0.46024257893129183,	0.6705507797479731,	400
3771133200.0,	43.691209580283065,	8.202887305923744,	0.018761766960362868,	0.11974572236069181,	0.47655007235427516,	0.6918978651241962,	400
3786912000.0,	43.691209580283065,	8.202887305923744,	0.019231417597860068,	0.12299546158588184,	0.49377317987156427,	0.7072232176178661,	400
3802690800.0,	43.691209580283065,	8.202887305923744,	0.01972249641778721,	0.12613921818091658,	0.5097724562482316,	0.7224859791357682,	400
3818469600.0,	43.691209580283065,	8.202887305923744,	0.020191302290772654,	0.12874272118642655,	0.5207402530425745,	0.736548455053282,	400
3834248400.0,	43.691209580283065,	8.202887305923744,	0.02064357993622579,	0.13116303384370856,	0.53091910406692,	0.7498992885735386,	400
3850027200.0,	43.691209580283065,	8.202887305923744,	0.020972109087355292,	0.13282438403940805,	0.5372986398646653,	0.7594828898491942,	400
3865806000.0,	43.691209580283065,	8.202887305923744,	0.021433322955906664,	0.13519700330586187,	0.5477611407604623,	0.7728569252438654,	400
3881584800.0,	43.691209580283065,	8.202887305923744,	0.02187046608891838,	0.1373752799727717,	0.5573205073989419,	0.785394201391625,	400
3897363600.0,	43.691209580283065,	8.202887305923744,	0.022271777060667877,	0.13957125339503734,	0.569444672825329,	0.7968075071695166,	400
3913142400.0,	43.691209580283065,	8.202887305923744,	0.022628003401932637,	0.14124668574136004,	0.5765588427580385,	0.8067813119801159,	400
3928921200.0,	43.691209580283065,	8.202887305923744,	0.023032118352212468,	0.14308034525844507,	0.5841791340071901,	0.8180554527242475,	400
3944700000.0,	43.691209580283065,	8.202887305923744,	0.02337797318399018,	0.14461245447593454,	0.5904376136851495,	0.8276809332270333,	400
3960478800.0,	43.691209580283065,	8.202887305923744,	0.023619070654739924,	0.1457230937822165,	0.5955495932043249,	0.8343821786016881,	400
3976257600.0,	43.691209580283065,	8.202887305923744,	0.02380878925777346,	0.1465796522429917,	0.5993851655548608,	0.8396396929200285,	400
3992036400.0,	43.691209580283065,	8.202887305923744,	0.024005134248980535,	0.14746158652624058,	0.6033983614036968,	0.8450696758807937,	400
4007815200.0,	43.691209580283065,	8.202887305923744,	0.02413358515118713,	0.1480270129616264,	0.6058697117993807,	0.8486154292936403,	400
4023594000.0,	43.691209580283065,	8.202887305923744,	0.0242650098331905,	0.148587367655475,	0.6081657458809737,	0.8522394349743835,	400
4039372800.0,	43.691209580283065,	8.202887305923744,	0.02463664314094346,	0.15024178007326214,	0.6163620243758131,	0.8624700945404918,	400
4055151600.0,	43.691209580283065,	8.202887305923744,	0.02493359498934484,	0.1516170120663298,	0.6239427608741039,	0.8706023239482942,	400
4070930400.0,	43.691209580283065,	8.202887305923744,	0.02518138031469415,	0.15273348451406446,	0.6298956897112851,	0.8773444783105009,	400
4086709200.0,	43.691209580283065,	8.202887305923744,	0.025367581598049672,	0.1535516602559794,	0.6340913748771682,	0.8823901897595212,	400
4102488000.0,	43.691209580283065,	8.202887305923744,	0.02548497916581244,	0.15405644027943186,	0.6365716957540379,	0.8855644125772646,	400
4118266800.0,	43.691209580283065,	8.202887305923744,	0.025575937728871075,	0.15444400601115388,	0.6384510041997187,	0.8880211467431658,	400
4134045600.0,	43.691209580283065,	8.202887305923744,	0.025634765945503995,	0.1546924127803745,	0.6396338688612359,	0.8896089951554998,	400
4149824400.0,	43.691209580283065,	8.202887305923744,	0.025709903788347834,	0.1550101671318335,	0.6411696425322586,	0.8916359726874782,	400
4165603200.0,	43.691209580283065,	8.202887305923744,	0.025846232646383527,	0.15559272445219915,	0.6441219415064994,	0.8953102390886065,	400
4181382000.0,	43.691209580283065,	8.202887305923744,	0.025953126417897994,	0.15607431354549048,	0.6468633128210145,	0.8981871428469241,	400
4197160800.0,	43.691209580283065,	8.202887305923744,	0.02606396875202363,	0.156571984837869,	0.6497088714035604,	0.9011637849581164,	400
