time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	48.841254553792076,	6.09337741782327,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	48.841254553792076,	6.09337741782327,	0.015010746280888514,	0.05517349267724064,	0.22841262460035933,	0.2544564261454527,	400
31557600.0,	48.841254553792076,	6.09337741782327,	0.015028098287666544,	0.06299707923997397,	0.2820579634155685,	0.3112221577216442,	400
47336400.0,	48.841254553792076,	6.09337741782327,	0.015068788229304823,	0.07393415805614016,	0.33717532682645157,	0.3849155425183207,	400
63115200.0,	48.841254553792076,	6.09337741782327,	0.015194787697818481,	0.08855902115993183,	0.40019637851261497,	0.46993799910762957,	400
78894000.0,	48.841254553792076,	6.09337741782327,	0.015697912802427237,	0.10493428616515461,	0.45510905403830915,	0.5612578281616258,	400
94672800.0,	48.841254553792076,	6.09337741782327,	0.01707077092468923,	0.119765554732325,	0.5139191040103812,	0.6314476294817604,	400
110451600.0,	48.841254553792076,	6.09337741782327,	0.01941548589486759,	0.13172776503969733,	0.5466944370666897,	0.7025510994660631,	400
126230400.0,	48.841254553792076,	6.09337741782327,	0.021545128427751154,	0.14286072331278232,	0.5957849915145969,	0.7662377641167256,	400
142009200.0,	48.841254553792076,	6.09337741782327,	0.023539733012483834,	0.15257078476486022,	0.6451473898795544,	0.8218671580790256,	400
157788000.0,	48.841254553792076,	6.09337741782327,	0.02560639387701336,	0.16044758584515736,	0.6745839731558275,	0.877248151970891,	400
173566800.0,	48.841254553792076,	6.09337741782327,	0.027467655523037572,	0.1677068362110249,	0.7101927228200877,	0.9282095389211004,	400
189345600.0,	48.841254553792076,	6.09337741782327,	0.02919422022452779,	0.17383096878117354,	0.7389495618230062,	0.9744885476036792,	400
205124400.0,	48.841254553792076,	6.09337741782327,	0.030664830203405297,	0.179327218175308,	0.7724249377577048,	1.01362462698248,	400
220903200.0,	48.841254553792076,	6.09337741782327,	0.03204405517400972,	0.18392644028711894,	0.7967496271018659,	1.0493736141027412,	400
236682000.0,	48.841254553792076,	6.09337741782327,	0.03308817665949706,	0.18731281557065374,	0.8145968290864671,	1.076312235987963,	400
252460800.0,	48.841254553792076,	6.09337741782327,	0.03399061428566169,	0.1902497685774185,	0.8314352854874896,	1.0995008937838946,	400
268239600.0,	48.841254553792076,	6.09337741782327,	0.034848857308710485,	0.1929533256952341,	0.8468137753977858,	1.121398946250725,	400
284018400.0,	48.841254553792076,	6.09337741782327,	0.03559447851593721,	0.19521757260871314,	0.859184218211967,	1.1403284293134677,	400
299797200.0,	48.841254553792076,	6.09337741782327,	0.036144169172825216,	0.19688342158033714,	0.8685424935370171,	1.1542534133165228,	400
315576000.0,	48.841254553792076,	6.09337741782327,	0.03653422940112722,	0.1980266872572668,	0.8744950651149935,	1.1641129867506197,	400
331354800.0,	48.841254553792076,	6.09337741782327,	0.03672967185421794,	0.1985866592526181,	0.877201956155842,	1.1690530565996227,	400
347133600.0,	48.841254553792076,	6.09337741782327,	0.036964806884616924,	0.19926112672523283,	0.8805780117184604,	1.174994555374652,	400
362912400.0,	48.841254553792076,	6.09337741782327,	0.0369965110219927,	0.1993503224398554,	0.8809871563611898,	1.1757961812150302,	400
