time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	45.45601062395603,	3.5362488850483875,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	45.45601062395603,	3.5362488850483875,	0.015010407005785131,	0.054704655482982915,	0.223070530842016,	0.2527373765721897,	400
31557600.0,	45.45601062395603,	3.5362488850483875,	0.015026625178581984,	0.0618629283775963,	0.2725780130717983,	0.3064457407487957,	400
47336400.0,	45.45601062395603,	3.5362488850483875,	0.01506224466243683,	0.07161726818765565,	0.3224643999262284,	0.37492182058705387,	400
63115200.0,	45.45601062395603,	3.5362488850483875,	0.01516132931811707,	0.08459879642460888,	0.3804958095241634,	0.45331314680463547,	400
78894000.0,	45.45601062395603,	3.5362488850483875,	0.015516439987360955,	0.09962199368540353,	0.4335453333969014,	0.5389348068721515,	400
94672800.0,	45.45601062395603,	3.5362488850483875,	0.016651929860760382,	0.11367013186014377,	0.47733261061009175,	0.6176231810899807,	400
110451600.0,	45.45601062395603,	3.5362488850483875,	0.018631852463599722,	0.12553517269560707,	0.5167936049403644,	0.684709773822955,	400
126230400.0,	45.45601062395603,	3.5362488850483875,	0.02077046214140495,	0.13608355746980738,	0.5572741469492205,	0.7481396693327818,	400
142009200.0,	45.45601062395603,	3.5362488850483875,	0.02287946622926286,	0.14533638571669377,	0.5955940600328005,	0.8085267809910218,	400
157788000.0,	45.45601062395603,	3.5362488850483875,	0.024888827907343838,	0.1533309186765321,	0.630156990430706,	0.8649055215138736,	400
173566800.0,	45.45601062395603,	3.5362488850483875,	0.026787430810683615,	0.16032138331802867,	0.6619333914313844,	0.9174162373394601,	400
189345600.0,	45.45601062395603,	3.5362488850483875,	0.028538725154715207,	0.16632976373353284,	0.6899078964534556,	0.9652201321803957,	400
205124400.0,	45.45601062395603,	3.5362488850483875,	0.030190115745359045,	0.17170606231931443,	0.716349532494713,	1.0098270575332977,	400
220903200.0,	45.45601062395603,	3.5362488850483875,	0.03173796490617771,	0.1765074826122472,	0.740941688815989,	1.051170936679519,	400
236682000.0,	45.45601062395603,	3.5362488850483875,	0.03291477098554037,	0.17991970191380938,	0.7564992628461393,	1.0823225068403743,	400
252460800.0,	45.45601062395603,	3.5362488850483875,	0.03400091209451519,	0.18298877342637335,	0.7711386835407196,	1.1110172187603409,	400
268239600.0,	45.45601062395603,	3.5362488850483875,	0.03507243774197785,	0.18596049402779988,	0.7864011513838586,	1.1392078290952101,	400
284018400.0,	45.45601062395603,	3.5362488850483875,	0.03603202699510761,	0.18854958961277457,	0.799861218563622,	1.1643060025913623,	400
299797200.0,	45.45601062395603,	3.5362488850483875,	0.03678373678436653,	0.19051481167000783,	0.8096375258772222,	1.183879570050478,	400
315576000.0,	45.45601062395603,	3.5362488850483875,	0.03734820726576366,	0.19195575403889756,	0.8165166948180466,	1.1985462339209636,	400
331354800.0,	45.45601062395603,	3.5362488850483875,	0.03775092001174668,	0.1929656352403812,	0.8211562052278868,	1.2090004481265526,	400
347133600.0,	45.45601062395603,	3.5362488850483875,	0.038192151369175524,	0.19406817792896067,	0.8264931938010913,	1.2204417823116709,	400
362912400.0,	45.45601062395603,	3.5362488850483875,	0.0383906829200224,	0.194554578967029,	0.8286481203029331,	1.2255879297263121,	400
378691200.0,	45.45601062395603,	3.5362488850483875,	0.03849993960310169,	0.1948203734924185,	0.8297928988207968,	1.228420273939394,	400
394470000.0,	45.45601062395603,	3.5362488850483875,	0.038697530270838915,	0.1953023088528135,	0.8319838673698229,	1.2335395808980203,	400
410248800.0,	45.45601062395603,	3.5362488850483875,	0.038710169145116324,	0.19533278590799863,	0.8321121719300553,	1.2338671853227259,	400
