time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
4228718400.0,	70.01013946882446,	4.102768295077511,	0.015,	0.05,	0.2,	0.2,	400
4244497200.0,	70.01013946882446,	4.102768295077511,	0.015009949602916815,	0.05424805886885528,	0.2184206136929968,	0.2504197713048685,	400
4260276000.0,	70.01013946882446,	4.102768295077511,	0.015025170702660379,	0.06087003170747602,	0.26441426242462407,	0.3017230136568302,	400
4276054800.0,	70.01013946882446,	4.102768295077511,	0.015026632726278069,	0.06286315917964738,	0.28626769222997056,	0.30469646997290556,	400
4291833600.0,	70.01013946882446,	4.102768295077511,	0.015029961396335702,	0.06591040499201743,	0.3143996030116494,	0.3111750000609427,	400
4307612400.0,	70.01013946882446,	4.102768295077511,	0.015037267919123043,	0.07045281055179387,	0.34835233749384026,	0.32410950474442957,	400
4323391200.0,	70.01013946882446,	4.102768295077511,	0.01505439924986575,	0.07692327789618617,	0.3847136550892648,	0.3491465114848989,	400
4339170000.0,	70.01013946882446,	4.102768295077511,	0.015088839011903178,	0.08533248261129942,	0.4238890485295905,	0.3836825162127805,	400
4354948800.0,	70.01013946882446,	4.102768295077511,	0.015125234039035934,	0.09228268748220327,	0.4579218263274956,	0.40474648424547555,	400
4370727600.0,	70.01013946882446,	4.102768295077511,	0.015207786797606716,	0.10179295401237497,	0.49645977317503515,	0.43762110572473556,	400
4386506400.0,	70.01013946882446,	4.102768295077511,	0.01543679733086052,	0.11336236650569043,	0.5285585116093435,	0.4895396801317639,	400
4402285200.0,	70.01013946882446,	4.102768295077511,	0.015702602528217504,	0.12262811342992525,	0.5637257127660004,	0.5170676191386379,	400
4418064000.0,	70.01013946882446,	4.102768295077511,	0.01590352658073408,	0.1286019286013111,	0.5878164934987332,	0.5311070906129808,	400
4433842800.0,	70.01013946882446,	4.102768295077511,	0.015923938282181572,	0.1294173920100921,	0.5915955034968698,	0.5322942332697789,	400
