time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	27.538841318552564,	13.25209133356944,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	27.538841318552564,	13.25209133356944,	0.015006484843900141,	0.052283988850600864,	0.2049429569221039,	0.23286342347113265,	400
31557600.0,	27.538841318552564,	13.25209133356944,	0.015016350361232987,	0.055558576564746616,	0.21774079328420873,	0.27117044687653696,	400
47336400.0,	27.538841318552564,	13.25209133356944,	0.015031319024527331,	0.06015033067303016,	0.24374658585193182,	0.3127433273575363,	400
63115200.0,	27.538841318552564,	13.25209133356944,	0.015056582424376649,	0.06601311418441298,	0.2760364907945028,	0.35880632567407855,	400
78894000.0,	27.538841318552564,	13.25209133356944,	0.015105293236298747,	0.07303053683553207,	0.3090326244565202,	0.40976185829382694,	400
94672800.0,	27.538841318552564,	13.25209133356944,	0.01520855917753294,	0.08095018205862482,	0.3410238822908375,	0.46350513640049307,	400
110451600.0,	27.538841318552564,	13.25209133356944,	0.015435491163496639,	0.08940795868323903,	0.3714369850863949,	0.5175448337629508,	400
126230400.0,	27.538841318552564,	13.25209133356944,	0.01589221875061306,	0.09763235167982988,	0.39806286412002834,	0.5683230588224542,	400
142009200.0,	27.538841318552564,	13.25209133356944,	0.016635761343487498,	0.10515338433375043,	0.42147015165286433,	0.6138590515624592,	400
157788000.0,	27.538841318552564,	13.25209133356944,	0.017569010461064485,	0.1116714190286232,	0.4414693303370138,	0.6536168033409089,	400
173566800.0,	27.538841318552564,	13.25209133356944,	0.01858740169831794,	0.11751585916711922,	0.46036197448903154,	0.6899758921986145,	400
189345600.0,	27.538841318552564,	13.25209133356944,	0.0195896643257528,	0.12258627255473413,	0.47713620485126645,	0.7227200161332161,	400
205124400.0,	27.538841318552564,	13.25209133356944,	0.02057272792884324,	0.12718089236353108,	0.4932332508176726,	0.753419878021079,	400
220903200.0,	27.538841318552564,	13.25209133356944,	0.021482913282992663,	0.13115429781379204,	0.5073624917517504,	0.7810496106983158,	400
236682000.0,	27.538841318552564,	13.25209133356944,	0.02224315699058066,	0.1342762895226459,	0.5180050666936792,	0.8037402642116073,	400
252460800.0,	27.538841318552564,	13.25209133356944,	0.02293531252321703,	0.13701532155272758,	0.5275901047920166,	0.8242173080659227,	400
268239600.0,	27.538841318552564,	13.25209133356944,	0.02358945503775642,	0.1395283622224847,	0.5367639287704933,	0.8434279062536996,	400
284018400.0,	27.538841318552564,	13.25209133356944,	0.024216287961456643,	0.14187377231632403,	0.5457054338252156,	0.861708034563833,	400
299797200.0,	27.538841318552564,	13.25209133356944,	0.02470709764634667,	0.14364689145853285,	0.5521752382435648,	0.875931694770329,	400
315576000.0,	27.538841318552564,	13.25209133356944,	0.025181707334760512,	0.14533221448319886,	0.5585669692193489,	0.8896336592917842,	400
331354800.0,	27.538841318552564,	13.25209133356944,	0.02559768662855836,	0.14677956128560843,	0.5640757783781254,	0.9015967748544508,	400
347133600.0,	27.538841318552564,	13.25209133356944,	0.025974670379859316,	0.1480700953804716,	0.5690509034576489,	0.9124038376231418,	400
362912400.0,	27.538841318552564,	13.25209133356944,	0.026143509639532072,	0.14863270880657373,	0.5709889980187518,	0.917234117234402,	400
378691200.0,	27.538841318552564,	13.25209133356944,	0.026290028109980573,	0.14911790392028973,	0.5726662677201156,	0.9214234562930039,	400
394470000.0,	27.538841318552564,	13.25209133356944,	0.02646707313146858,	0.1497029019983284,	0.5747683503982551,	0.9264818392596763,	400
410248800.0,	27.538841318552564,	13.25209133356944,	0.02648075511943513,	0.149747440946879,	0.5749135674390101,	0.9268726858007658,	400
