time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	87.24007670193403,	6.682290506134352,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	87.24007670193403,	6.682290506134352,	0.015004755546344992,	0.05664266773292183,	0.2758085737592392,	0.22410031697325208,	400
31557600.0,	87.24007670193403,	6.682290506134352,	0.015028637790767189,	0.07183975644997964,	0.35071567607779663,	0.3325729392756117,	400
47336400.0,	87.24007670193403,	6.682290506134352,	0.015090589690361365,	0.0945731987301338,	0.4848945438924056,	0.4132999284009114,	400
63115200.0,	87.24007670193403,	6.682290506134352,	0.015670221144294685,	0.12994217302970165,	0.5734940504269355,	0.6009601966323979,	400
78894000.0,	87.24007670193403,	6.682290506134352,	0.021439794847468285,	0.15529057953610523,	0.6988791479016425,	0.7141259520490902,	400
94672800.0,	87.24007670193403,	6.682290506134352,	0.025533756327012214,	0.18054751246280626,	0.8322275392877131,	0.8635174170514623,	400
110451600.0,	87.24007670193403,	6.682290506134352,	0.03153769619614568,	0.20064591014387717,	0.9447130337181748,	0.9909469262265037,	400
126230400.0,	87.24007670193403,	6.682290506134352,	0.03657889765048775,	0.21908252239690518,	1.0658072619647776,	1.128238625721108,	400
142009200.0,	87.24007670193403,	6.682290506134352,	0.04185687268707604,	0.23479308134286173,	1.1714151431037891,	1.2513488066984098,	400
157788000.0,	87.24007670193403,	6.682290506134352,	0.0466695633055402,	0.2478919432669983,	1.2595275210337535,	1.3639513222653215,	400
173566800.0,	87.24007670193403,	6.682290506134352,	0.05123916678253041,	0.25981431246714437,	1.3494640453266122,	1.469304756809814,	400
189345600.0,	87.24007670193403,	6.682290506134352,	0.0552123449996088,	0.2694317113804754,	1.4195706357827438,	1.5585338670597264,	400
205124400.0,	87.24007670193403,	6.682290506134352,	0.05893186991491151,	0.2781485096533222,	1.4874356006948413,	1.6410882008387235,	400
220903200.0,	87.24007670193403,	6.682290506134352,	0.06208205393832607,	0.28553782904420605,	1.5503361211057982,	1.7100150026473135,	400
236682000.0,	87.24007670193403,	6.682290506134352,	0.06452066742786695,	0.2912081634768375,	1.599627140588488,	1.7625023819566985,	400
252460800.0,	87.24007670193403,	6.682290506134352,	0.06650231072707571,	0.2958530643725585,	1.6421694037134011,	1.8046338478430783,	400
268239600.0,	87.24007670193403,	6.682290506134352,	0.0683198140525724,	0.2999845467561097,	1.6790273668768712,	1.8427896784115405,	400
284018400.0,	87.24007670193403,	6.682290506134352,	0.06984227593134305,	0.30344189381550674,	1.7106078044750734,	1.8745079917016843,	400
299797200.0,	87.24007670193403,	6.682290506134352,	0.07107830200418142,	0.30617924557835174,	1.7346289101341767,	1.9000891909699766,	400
315576000.0,	87.24007670193403,	6.682290506134352,	0.07189203795647132,	0.30793641927784704,	1.749111573905896,	1.9168859679659849,	400
331354800.0,	87.24007670193403,	6.682290506134352,	0.0724846959114913,	0.3092050796734939,	1.7593966370289462,	1.9291080033197754,	400
347133600.0,	87.24007670193403,	6.682290506134352,	0.07306595388059503,	0.31044826626465866,	1.769637632011159,	1.9410788993843673,	400
362912400.0,	87.24007670193403,	6.682290506134352,	0.07334455135740814,	0.3110455186411188,	1.7745487785751066,	1.9468169449810133,	400
378691200.0,	87.24007670193403,	6.682290506134352,	0.07354426781782092,	0.31147518434757826,	1.7781220802184592,	1.9509288275071657,	400
394470000.0,	87.24007670193403,	6.682290506134352,	0.07374848244834668,	0.3119146614239088,	1.7818042075872178,	1.9551305990537595,	400
