time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	89.69927068807287,	5.6864174311540765,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	89.69927068807287,	5.6864174311540765,	0.015004393585262647,	0.05664298822787418,	0.2773864548971595,	0.2222660556963787,	400
31557600.0,	89.69927068807287,	5.6864174311540765,	0.015028331414008998,	0.07234888564076367,	0.35498183624652957,	0.3331103609750206,	400
47336400.0,	89.69927068807287,	5.6864174311540765,	0.015091303711941102,	0.09586716444505133,	0.49332521327766254,	0.4141448957819746,	400
63115200.0,	89.69927068807287,	5.6864174311540765,	0.015713015632824383,	0.1327668552564088,	0.5841684394965726,	0.6088770270464455,	400
78894000.0,	89.69927068807287,	5.6864174311540765,	0.022095444940629518,	0.1578956109023184,	0.7138627372375437,	0.7196846090846559,	400
94672800.0,	89.69927068807287,	5.6864174311540765,	0.02593295095109681,	0.18444543750299178,	0.8593539441601187,	0.8786412741873428,	400
110451600.0,	89.69927068807287,	5.6864174311540765,	0.03243971154792829,	0.2045723376022805,	0.9700371288249793,	1.005835811104173,	400
126230400.0,	89.69927068807287,	5.6864174311540765,	0.03748752951361916,	0.2235452761519284,	1.098649674234813,	1.1495392536331588,	400
142009200.0,	89.69927068807287,	5.6864174311540765,	0.042965596654620374,	0.23950152717498316,	1.206630382957547,	1.2745736920051693,	400
157788000.0,	89.69927068807287,	5.6864174311540765,	0.04792292984370808,	0.25288821411594065,	1.2983886307766448,	1.389851268990787,	400
173566800.0,	89.69927068807287,	5.6864174311540765,	0.05260133175126869,	0.26494884656586415,	1.3898123267771727,	1.4968205627628457,	400
189345600.0,	89.69927068807287,	5.6864174311540765,	0.05662368419768625,	0.27475529492256995,	1.4644217879979577,	1.5865507469943787,	400
205124400.0,	89.69927068807287,	5.6864174311540765,	0.0603260564314304,	0.2835425290853596,	1.5357456358887318,	1.667860212934487,	400
220903200.0,	89.69927068807287,	5.6864174311540765,	0.06344732557542863,	0.2909782106234978,	1.6012971840217785,	1.7353087768297006,	400
236682000.0,	89.69927068807287,	5.6864174311540765,	0.0659108141188214,	0.2966020265768599,	1.648115517918636,	1.7876299253608088,	400
252460800.0,	89.69927068807287,	5.6864174311540765,	0.06797741690681822,	0.3012412959548906,	1.6868878334833357,	1.831183704469725,	400
268239600.0,	89.69927068807287,	5.6864174311540765,	0.0698386796986351,	0.30543344631059083,	1.7238646745480892,	1.8701390202000816,	400
284018400.0,	89.69927068807287,	5.6864174311540765,	0.07145645560943457,	0.30902618964045253,	1.7555503427350228,	1.9037313892330974,	400
299797200.0,	89.69927068807287,	5.6864174311540765,	0.07273435156596168,	0.3118285545469579,	1.7799617167437833,	1.930120880345147,	400
315576000.0,	89.69927068807287,	5.6864174311540765,	0.07361052431708116,	0.31368423193669903,	1.7947980259934633,	1.948159891603649,	400
331354800.0,	89.69927068807287,	5.6864174311540765,	0.07429656226767378,	0.3151267588916776,	1.8062433934931679,	1.9622714332700635,	400
347133600.0,	89.69927068807287,	5.6864174311540765,	0.07497623339174717,	0.31657404203381395,	1.8183877170332845,	1.9762316526189652,	400
362912400.0,	89.69927068807287,	5.6864174311540765,	0.07532350043004096,	0.31729556895206174,	1.8240049281702924,	1.983361135537882,	400
378691200.0,	89.69927068807287,	5.6864174311540765,	0.07558511227365745,	0.3178396115410828,	1.828269778249828,	1.988730927121637,	400
394470000.0,	89.69927068807287,	5.6864174311540765,	0.0758596217402074,	0.3184109375203002,	1.832804836798692,	1.9943619078637624,	400
410248800.0,	89.69927068807287,	5.6864174311540765,	0.07591861901428648,	0.3185328127838655,	1.8337420364187837,	1.995572727096109,	400
426027600.0,	89.69927068807287,	5.6864174311540765,	0.07604110591093327,	0.31877501358573157,	1.8353734531507548,	1.998085425065045,	400
441806400.0,	89.69927068807287,	5.6864174311540765,	0.07631406790031968,	0.31931866469071035,	1.8392069663442017,	2.003680672191125,	400
457585200.0,	89.69927068807287,	5.6864174311540765,	0.07637289744772435,	0.3194346089344989,	1.8399870063880805,	2.004887860239306,	400
473364000.0,	89.69927068807287,	5.6864174311540765,	0.07641055959462047,	0.3195087597797944,	1.8404842450857495,	2.0056607889272486,	400
489142800.0,	89.69927068807287,	5.6864174311540765,	0.07651898866384506,	0.31972427677910886,	1.841991543963155,	2.0078852220323915,	400
504921600.0,	89.69927068807287,	5.6864174311540765,	0.07666330795931402,	0.32001162911645004,	1.8440296354646992,	2.0108452641818997,	400
