time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	70.95785043998927,	13.300814251314769,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	70.95785043998927,	13.300814251314769,	0.01500685884598722,	0.05664080584540573,	0.2666404127875541,	0.23475860740758375,	400
31557600.0,	70.95785043998927,	13.300814251314769,	0.015030168824633991,	0.0695995014455592,	0.33263719545188863,	0.329451840519168,	400
47336400.0,	70.95785043998927,	13.300814251314769,	0.015091259584160561,	0.08919134072506416,	0.4445749889875362,	0.4141875907773085,	400
63115200.0,	70.95785043998927,	13.300814251314769,	0.015525374797677655,	0.11793492664051913,	0.5277608546325709,	0.5670797077956943,	400
78894000.0,	70.95785043998927,	13.300814251314769,	0.01897735225967278,	0.14254699601892024,	0.6255642225693305,	0.6849685401331331,	400
94672800.0,	70.95785043998927,	13.300814251314769,	0.023516016103855616,	0.1626948684847846,	0.7177147378528069,	0.7971034193852712,	400
110451600.0,	70.95785043998927,	13.300814251314769,	0.027671730008434675,	0.1812575665509856,	0.8201513258017578,	0.9153599959187909,	400
126230400.0,	70.95785043998927,	13.300814251314769,	0.03216668778921038,	0.19707675990465098,	0.9103102284752074,	1.0271350197897169,	400
142009200.0,	70.95785043998927,	13.300814251314769,	0.03645297164075036,	0.2109735184853103,	0.9965970881261175,	1.1349393782103043,	400
157788000.0,	70.95785043998927,	13.300814251314769,	0.040475033435529315,	0.22261530807062258,	1.0690050244870883,	1.2329954307019786,	400
173566800.0,	70.95785043998927,	13.300814251314769,	0.04433124058137811,	0.2332392651429605,	1.1429746690327445,	1.3257408026924757,	400
189345600.0,	70.95785043998927,	13.300814251314769,	0.04775147639537239,	0.2418427700565939,	1.1995860969752223,	1.4060119025937974,	400
205124400.0,	70.95785043998927,	13.300814251314769,	0.05097932349124457,	0.24970663641495222,	1.2560024627962616,	1.4811463334376889,	400
220903200.0,	70.95785043998927,	13.300814251314769,	0.05384407107448518,	0.25632996988913814,	1.3029693421649589,	1.5468470631183582,	400
236682000.0,	70.95785043998927,	13.300814251314769,	0.05617667517316141,	0.2614418110002667,	1.3368357806627718,	1.5999107826650876,	400
252460800.0,	70.95785043998927,	13.300814251314769,	0.05824164554157778,	0.26585548145513266,	1.3667156308755215,	1.64671849325747,	400
268239600.0,	70.95785043998927,	13.300814251314769,	0.06013711306741627,	0.26983605549784034,	1.3947470907688588,	1.6894671403034411,	400
284018400.0,	70.95785043998927,	13.300814251314769,	0.06172309778076313,	0.27308067512927897,	1.4171748136875137,	1.725047892569736,	400
299797200.0,	70.95785043998927,	13.300814251314769,	0.06305747570180444,	0.2757567453642123,	1.4354959438921042,	1.754874241871751,	400
315576000.0,	70.95785043998927,	13.300814251314769,	0.06398774451016646,	0.2775750800308614,	1.4471363519951466,	1.7756303225067267,	400
331354800.0,	70.95785043998927,	13.300814251314769,	0.06466862479095319,	0.2788864983157761,	1.45526358628064,	1.790814397106208,	400
347133600.0,	70.95785043998927,	13.300814251314769,	0.06539203332459574,	0.2802791220468936,	1.4643161528046809,	1.806925026015613,	400
362912400.0,	70.95785043998927,	13.300814251314769,	0.0658021336515201,	0.28105571252065636,	1.4690578062524118,	1.8160573689558899,	400
378691200.0,	70.95785043998927,	13.300814251314769,	0.06611775182120225,	0.28165015194323995,	1.4726570094359903,	1.8230845053761273,	400
394470000.0,	70.95785043998927,	13.300814251314769,	0.06637604981295828,	0.2821349160240878,	1.4755876055159933,	1.8288342451905828,	400
410248800.0,	70.95785043998927,	13.300814251314769,	0.06640284864443012,	0.28218472996068955,	1.475871623892319,	1.8294312673807058,	400
426027600.0,	70.95785043998927,	13.300814251314769,	0.06643219949516228,	0.28223928576212265,	1.4761833765718666,	1.8300851166747083,	400
441806400.0,	70.95785043998927,	13.300814251314769,	0.06672978056588783,	0.2827979559975112,	1.4796581932213428,	1.8367047172999638,	400
457585200.0,	70.95785043998927,	13.300814251314769,	0.06674521959213119,	0.28282659520734205,	1.4798238764204112,	1.837048456924155,	400
