time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	58.34080009199929,	9.327222262988295,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	58.34080009199929,	9.327222262988295,	0.015010850614265995,	0.056637274395503354,	0.24924362977120373,	0.2549850628944751,	400
31557600.0,	58.34080009199929,	9.327222262988295,	0.01503252401690012,	0.06688473147396952,	0.3115518307402522,	0.3264141095071257,	400
47336400.0,	58.34080009199929,	9.327222262988295,	0.015093371255376383,	0.08237974013299877,	0.388794449808714,	0.41621040230154727,	400
63115200.0,	58.34080009199929,	9.327222262988295,	0.015371561663673008,	0.10259832258947574,	0.4623946510863056,	0.5252410702179393,	400
78894000.0,	58.34080009199929,	9.327222262988295,	0.0168345097934223,	0.12294563521667326,	0.5300873365619775,	0.630544938294336,	400
94672800.0,	58.34080009199929,	9.327222262988295,	0.020094449941558186,	0.13859760442971839,	0.585961114526695,	0.7159359302461538,	400
110451600.0,	58.34080009199929,	9.327222262988295,	0.023054771373533036,	0.1529995528778711,	0.6512674958406058,	0.8034431531611201,	400
126230400.0,	58.34080009199929,	9.327222262988295,	0.026134287331644645,	0.16542610262273136,	0.710780966391558,	0.8868112653864137,	400
142009200.0,	58.34080009199929,	9.327222262988295,	0.0291425372880259,	0.17645515821312732,	0.7685898466528912,	0.9671822064977946,	400
157788000.0,	58.34080009199929,	9.327222262988295,	0.031946682042945374,	0.18565283632145446,	0.8164323558941516,	1.040410796663094,	400
173566800.0,	58.34080009199929,	9.327222262988295,	0.03461939913824224,	0.1938999916777739,	0.8632639068402355,	1.109487647630716,	400
189345600.0,	58.34080009199929,	9.327222262988295,	0.03698026997683602,	0.20060763874035678,	0.9000437313946597,	1.1694824908977335,	400
205124400.0,	58.34080009199929,	9.327222262988295,	0.03926807485291166,	0.2068916288331761,	0.9383165613765945,	1.2271448176896067,	400
220903200.0,	58.34080009199929,	9.327222262988295,	0.0413491447140938,	0.21231891293352156,	0.9716954192808903,	1.2788439835515162,	400
236682000.0,	58.34080009199929,	9.327222262988295,	0.04285713422811028,	0.21598445970600091,	0.9910748970534706,	1.3159985544253774,	400
252460800.0,	58.34080009199929,	9.327222262988295,	0.04425598597216515,	0.21931924638183,	1.0096989034520063,	1.35043602641895,	400
268239600.0,	58.34080009199929,	9.327222262988295,	0.045607468819173054,	0.2224924331244018,	1.0286466280399724,	1.3835817768963095,	400
284018400.0,	58.34080009199929,	9.327222262988295,	0.0468215234058499,	0.2252809849591867,	1.0456051518630112,	1.4131974558333982,	400
299797200.0,	58.34080009199929,	9.327222262988295,	0.04758749258953252,	0.2269735325842568,	1.0547615765341454,	1.4318214515513665,	400
315576000.0,	58.34080009199929,	9.327222262988295,	0.04814062618341437,	0.22817495695904821,	1.061026719846948,	1.445264488324068,	400
331354800.0,	58.34080009199929,	9.327222262988295,	0.04855603000011382,	0.229067259734088,	1.0655947841344926,	1.4553585653838046,	400
347133600.0,	58.34080009199929,	9.327222262988295,	0.04906681890959587,	0.2301655055008692,	1.0716063614730107,	1.4677567146406887,	400
362912400.0,	58.34080009199929,	9.327222262988295,	0.049117360527020947,	0.2302715744268575,	1.072104696341186,	1.468984704373897,	400
378691200.0,	58.34080009199929,	9.327222262988295,	0.04919258407992484,	0.23042950557243794,	1.0728569350863852,	1.4708121093718898,	400
394470000.0,	58.34080009199929,	9.327222262988295,	0.049321140275632544,	0.2306997555941436,	1.0741794169691048,	1.4739341120368603,	400
