time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
2840184000.0,	31.663601288576636,	10.506281025279314,	0.015,	0.05,	0.2,	0.2,	400
2855962800.0,	31.663601288576636,	10.506281025279314,	0.015000878221494825,	0.050278030824461466,	0.20021175982485295,	0.20445088843062212,	400
2871741600.0,	31.663601288576636,	10.506281025279314,	0.015002119580178015,	0.050663136087129114,	0.2005410873414466,	0.21052092121919366,	400
2887520400.0,	31.663601288576636,	10.506281025279314,	0.015003538426224185,	0.05108962446481233,	0.20094114022206913,	0.21712611934952644,	400
2903299200.0,	31.663601288576636,	10.506281025279314,	0.015005345333660314,	0.051615423895669664,	0.20150335240098963,	0.22509585982659658,	400
2919078000.0,	31.663601288576636,	10.506281025279314,	0.015007942943220347,	0.05234541177965214,	0.20245734821845268,	0.23582268794519895,	400
2934856800.0,	31.663601288576636,	10.506281025279314,	0.015012194980013252,	0.05349879372605715,	0.20455272097665855,	0.25186900963351083,	400
2950635600.0,	31.663601288576636,	10.506281025279314,	0.015017714786514896,	0.05488876608443905,	0.20778157420490484,	0.2700130436425364,	400
2966414400.0,	31.663601288576636,	10.506281025279314,	0.01502468642053777,	0.056491060546353736,	0.212374307787481,	0.2894958027903425,	400
2982193200.0,	31.663601288576636,	10.506281025279314,	0.015033542954368734,	0.058321360810802046,	0.21863017395781773,	0.31010529871784664,	400
2997972000.0,	31.663601288576636,	10.506281025279314,	0.01504653073402977,	0.06079032765957906,	0.22957339551335618,	0.3347185961748856,	400
3013750800.0,	31.663601288576636,	10.506281025279314,	0.015064047119647303,	0.06355240105079166,	0.2422748692312183,	0.36020083558615035,	400
3029529600.0,	31.663601288576636,	10.506281025279314,	0.015087538155249356,	0.06645008690612794,	0.2550234662208626,	0.3855995975225047,	400
3045308400.0,	31.663601288576636,	10.506281025279314,	0.015120529188985071,	0.0695946659108309,	0.26863826942124797,	0.41160184910815467,	400
3061087200.0,	31.663601288576636,	10.506281025279314,	0.015169833577365734,	0.07316903872229318,	0.2842649261102191,	0.4392058478694947,	400
3076866000.0,	31.663601288576636,	10.506281025279314,	0.01524193009891436,	0.07688079675864856,	0.29931572038908577,	0.4668153344348595,	400
3092644800.0,	31.663601288576636,	10.506281025279314,	0.015338471633286378,	0.08030233741460913,	0.311478512089906,	0.4919769784929156,	400
3108423600.0,	31.663601288576636,	10.506281025279314,	0.015460188218293815,	0.08341691160434855,	0.32165921963422905,	0.5145125377102796,	400
3124202400.0,	31.663601288576636,	10.506281025279314,	0.015635903772695945,	0.08696208634321473,	0.33422274981911476,	0.5387993277673657,	400
3139981200.0,	31.663601288576636,	10.506281025279314,	0.01585857149008772,	0.09034947103662916,	0.34572980331116776,	0.5615749402997297,	400
