time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
236682000.0,	68.46877516633707,	0.07563463561642392,	0.015,	0.05,	0.2,	0.2,	400
252460800.0,	68.46877516633707,	0.07563463561642392,	0.015010927044408557,	0.05554324406542623,	0.2330033638123835,	0.25537231858300846,	400
268239600.0,	68.46877516633707,	0.07563463561642392,	0.015027796592691729,	0.06394703936311248,	0.2943487310616842,	0.31024950865870593,	400
284018400.0,	68.46877516633707,	0.07563463561642392,	0.015073434559648942,	0.07626001543431014,	0.35133788252382403,	0.3931205303405041,	400
299797200.0,	68.46877516633707,	0.07563463561642392,	0.015229552298040327,	0.09227110351980036,	0.41628868780295347,	0.4847447585348945,	400
315576000.0,	68.46877516633707,	0.07563463561642392,	0.01589659969311949,	0.10922850169821344,	0.4699257859395053,	0.5790244326894585,	400
331354800.0,	68.46877516633707,	0.07563463561642392,	0.017829177709874276,	0.12393078903600552,	0.517920195361034,	0.6593118874782599,	400
347133600.0,	68.46877516633707,	0.07563463561642392,	0.020385315408608218,	0.13707621694191235,	0.5703910736382064,	0.733402735617022,	400
362912400.0,	68.46877516633707,	0.07563463561642392,	0.02289430114546667,	0.1482400172394027,	0.6166174678701525,	0.8042627821299894,	400
378691200.0,	68.46877516633707,	0.07563463561642392,	0.02536589304691291,	0.1582944532961461,	0.6635052798423831,	0.8730883745217637,	400
394470000.0,	68.46877516633707,	0.07563463561642392,	0.027844091110544908,	0.1675647451447013,	0.7116337588589331,	0.9403831978647945,	400
410248800.0,	68.46877516633707,	0.07563463561642392,	0.030184863091070095,	0.17547563090263069,	0.7524114248432604,	1.0024171552295211,	400
426027600.0,	68.46877516633707,	0.07563463561642392,	0.032424818621227966,	0.18259597314953782,	0.7915156070261237,	1.061133660199892,	400
441806400.0,	68.46877516633707,	0.07563463561642392,	0.03475585487552908,	0.18980301765000124,	0.837874461148853,	1.121314485978049,	400
457585200.0,	68.46877516633707,	0.07563463561642392,	0.036912584897427665,	0.19594570025203223,	0.8757239929700508,	1.1756146277395423,	400
473364000.0,	68.46877516633707,	0.07563463561642392,	0.03891646559550537,	0.20137589932574979,	0.909619338113739,	1.2255685405760794,	400
489142800.0,	68.46877516633707,	0.07563463561642392,	0.040782378360480695,	0.20623282713104774,	0.9406230752011329,	1.2716873296568134,	400
504921600.0,	68.46877516633707,	0.07563463561642392,	0.04251992543273739,	0.2106019515636352,	0.9691664748376394,	1.314280560477301,	400
520700400.0,	68.46877516633707,	0.07563463561642392,	0.04403360495027088,	0.2142598433968631,	0.9925027995821717,	1.3511140880162755,	400
536479200.0,	68.46877516633707,	0.07563463561642392,	0.04544547798846549,	0.21759576865021935,	1.0144181590847796,	1.3852967385836927,	400
552258000.0,	68.46877516633707,	0.07563463561642392,	0.046640671735291614,	0.22033475671412414,	1.0319482152921455,	1.4140888418882844,	400
568036800.0,	68.46877516633707,	0.07563463561642392,	0.048092356588364686,	0.22370953437176772,	1.0574656424092805,	1.4488703551743563,	400
583815600.0,	68.46877516633707,	0.07563463561642392,	0.04935553872440074,	0.2265505930846174,	1.0782856462419046,	1.4788255049735217,	400
599594400.0,	68.46877516633707,	0.07563463561642392,	0.05051727030234637,	0.22911328030650208,	1.097185907241385,	1.5061923547823006,	400
615373200.0,	68.46877516633707,	0.07563463561642392,	0.05148671716784591,	0.23119934863974473,	1.1120903230768648,	1.5289128239167067,	400
631152000.0,	68.46877516633707,	0.07563463561642392,	0.052319241012438934,	0.2329606403885393,	1.1245177417304382,	1.5483613545500121,	400
646930800.0,	68.46877516633707,	0.07563463561642392,	0.053170792858628024,	0.23475546823479237,	1.1377412391051658,	1.5681924198131907,	400
