time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	36.438151501319716,	2.610149490286399,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	36.438151501319716,	2.610149490286399,	0.015008523525606294,	0.053269273014031865,	0.21039348920138864,	0.2431938449961721,	400
31557600.0,	36.438151501319716,	2.610149490286399,	0.01502137557547353,	0.058074539294935994,	0.2375164658394911,	0.2890783151927103,	400
47336400.0,	36.438151501319716,	2.610149490286399,	0.015043115468184143,	0.0647525792327651,	0.2781549661642143,	0.339908314109778,	400
63115200.0,	36.438151501319716,	2.610149490286399,	0.015088826445833519,	0.07319936360440227,	0.319144841296581,	0.39955145417028565,	400
78894000.0,	36.438151501319716,	2.610149490286399,	0.015201550179530897,	0.08336223543185234,	0.3612955528113265,	0.46490269682003516,	400
94672800.0,	36.438151501319716,	2.610149490286399,	0.015502574738826795,	0.09410765626331254,	0.3979471083519634,	0.5309534881606452,	400
110451600.0,	36.438151501319716,	2.610149490286399,	0.016210004601908565,	0.10453564544367992,	0.4311901926350743,	0.592332906079944,	400
126230400.0,	36.438151501319716,	2.610149490286399,	0.017400358838835388,	0.1138130871417345,	0.4606682325586732,	0.6464461234081972,	400
142009200.0,	36.438151501319716,	2.610149490286399,	0.018808609011089585,	0.12180691333770169,	0.48696404771468144,	0.694542549333085,	400
157788000.0,	36.438151501319716,	2.610149490286399,	0.020184315161570956,	0.12849886748502706,	0.5093556706296841,	0.737269537629556,	400
173566800.0,	36.438151501319716,	2.610149490286399,	0.021547399244554805,	0.13462513847790414,	0.5320854104423766,	0.7781555749510859,	400
189345600.0,	36.438151501319716,	2.610149490286399,	0.022818678205321845,	0.13991158826558542,	0.5522248703731532,	0.8153741116049191,	400
205124400.0,	36.438151501319716,	2.610149490286399,	0.024047815804414178,	0.14475439893827938,	0.5720176429744465,	0.8508287637114538,	400
220903200.0,	36.438151501319716,	2.610149490286399,	0.025125525977616428,	0.14874261260942293,	0.587983968874244,	0.8815061279071374,	400
236682000.0,	36.438151501319716,	2.610149490286399,	0.026010251683049625,	0.15185081901941072,	0.5999007541530771,	0.906514809871245,	400
252460800.0,	36.438151501319716,	2.610149490286399,	0.026813480059974713,	0.15458701182033863,	0.6107087941826177,	0.9291354350920946,	400
268239600.0,	36.438151501319716,	2.610149490286399,	0.0275954334831328,	0.15719033750168068,	0.6216341012712552,	0.9510601429216095,	400
284018400.0,	36.438151501319716,	2.610149490286399,	0.02829931690184599,	0.15946923369369673,	0.6313415547229427,	0.970690180639476,	400
299797200.0,	36.438151501319716,	2.610149490286399,	0.028803050642356897,	0.16104501704575042,	0.6376001260278046,	0.9846822048551663,	400
315576000.0,	36.438151501319716,	2.610149490286399,	0.029325909082876692,	0.16266378035213708,	0.6444316509370888,	0.9991730176111453,	400
331354800.0,	36.438151501319716,	2.610149490286399,	0.0297556064297104,	0.16396816859206936,	0.6498657029001851,	1.0110494241398924,	400
347133600.0,	36.438151501319716,	2.610149490286399,	0.030105369591129368,	0.16501331034144504,	0.6541710585073918,	1.0206978776079636,	400
362912400.0,	36.438151501319716,	2.610149490286399,	0.030196813093720718,	0.1652802183116079,	0.6551369843801069,	1.0232192359931818,	400
378691200.0,	36.438151501319716,	2.610149490286399,	0.030329199853462444,	0.16566666116561943,	0.6565863033051775,	1.0268682977536834,	400
394470000.0,	36.438151501319716,	2.610149490286399,	0.03049523594163606,	0.16615080832086543,	0.6584666247937399,	1.0314426394830736,	400
