time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	31.295705101176086,	12.487271735916902,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	31.295705101176086,	12.487271735916902,	0.015007588883568231,	0.05278270662521931,	0.20738708206400713,	0.23845788372943152,	400
31557600.0,	31.295705101176086,	12.487271735916902,	0.015019050009370661,	0.056796870897324395,	0.2266917844349871,	0.2809785922366315,	400
47336400.0,	31.295705101176086,	12.487271735916902,	0.015037161801494113,	0.06243234781308674,	0.26112661610626897,	0.3268640162040471,	400
63115200.0,	31.295705101176086,	12.487271735916902,	0.015071434953956091,	0.06958359112609255,	0.29828672630454156,	0.37973522847332974,	400
78894000.0,	31.295705101176086,	12.487271735916902,	0.015146198268535555,	0.07811387843240479,	0.3354724944238046,	0.43801156200123686,	400
94672800.0,	31.295705101176086,	12.487271735916902,	0.015324056725666517,	0.08739390151358802,	0.369387236918063,	0.4979101444035036,	400
110451600.0,	31.295705101176086,	12.487271735916902,	0.015737513260448394,	0.0969639587622605,	0.4015726846636705,	0.5561498342429868,	400
126230400.0,	31.295705101176086,	12.487271735916902,	0.016527451794202196,	0.1058413057282568,	0.4295861273694542,	0.6089313333525084,	400
142009200.0,	31.295705101176086,	12.487271735916902,	0.017608387921097497,	0.1134390453295445,	0.45290994443709043,	0.6545132061825529,	400
157788000.0,	31.295705101176086,	12.487271735916902,	0.01874958355822141,	0.1197825069532884,	0.47243126923246614,	0.6939654766618862,	400
173566800.0,	31.295705101176086,	12.487271735916902,	0.019928399737999626,	0.12565809134048497,	0.49257850144549314,	0.731645768008259,	400
189345600.0,	31.295705101176086,	12.487271735916902,	0.021057059956792853,	0.13079836905909192,	0.5108553088772395,	0.7661444195828148,	400
205124400.0,	31.295705101176086,	12.487271735916902,	0.02213438461965301,	0.13539438866268944,	0.5280032674927518,	0.7982678185679235,	400
220903200.0,	31.295705101176086,	12.487271735916902,	0.023075840997523144,	0.13916138544069126,	0.5417790645834806,	0.8258740155507065,	400
236682000.0,	31.295705101176086,	12.487271735916902,	0.023863448866305183,	0.14215832677926699,	0.5524364147541979,	0.8487632191562398,	400
252460800.0,	31.295705101176086,	12.487271735916902,	0.02460671685364607,	0.1449038591194426,	0.5626906545557737,	0.8702468091886351,	400
268239600.0,	31.295705101176086,	12.487271735916902,	0.025271967692906187,	0.1472857595331016,	0.5717266060337249,	0.8893648445799278,	400
284018400.0,	31.295705101176086,	12.487271735916902,	0.025893389902180104,	0.1494569864945545,	0.580240074358906,	0.9071341878621609,	400
299797200.0,	31.295705101176086,	12.487271735916902,	0.02635578933930661,	0.1510212463009248,	0.5860510595070577,	0.92029884649033,	400
315576000.0,	31.295705101176086,	12.487271735916902,	0.02684106750492323,	0.15264488699032241,	0.5924794037619338,	0.9340776128424796,	400
331354800.0,	31.295705101176086,	12.487271735916902,	0.027231132749774428,	0.1539221225057234,	0.597436833232086,	0.9451176160527839,	400
347133600.0,	31.295705101176086,	12.487271735916902,	0.02755195266020008,	0.154956028996301,	0.6014141139276994,	0.9541782588875122,	400
362912400.0,	31.295705101176086,	12.487271735916902,	0.02764847427677459,	0.1552600619379278,	0.6024509053656968,	0.9569020676468137,	400
378691200.0,	31.295705101176086,	12.487271735916902,	0.027745509406508776,	0.15557862859122906,	0.6037853711563269,	0.9596397609479423,	400
394470000.0,	31.295705101176086,	12.487271735916902,	0.02786115479789698,	0.15595791038825518,	0.6054087835544564,	0.96289926322801,	400
