time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
0.0,	42.56138258208978,	3.753641747516797,	0.015,	0.05,	0.2,	0.2,	400
15778800.0,	42.56138258208978,	3.753641747516797,	0.01501015171348026,	0.054434235220832385,	0.22024866803968243,	0.25144384435340417,	400
31557600.0,	42.56138258208978,	3.753641747516797,	0.01502574655866967,	0.06114177048368748,	0.26593923216831084,	0.30359368460244596,	400
47336400.0,	42.56138258208978,	3.753641747516797,	0.01505835448983626,	0.07027752328106612,	0.3142932963922196,	0.3685072851979341,	400
63115200.0,	42.56138258208978,	3.753641747516797,	0.015144172845094422,	0.08226385013853088,	0.3681708007322175,	0.44331447161604487,	400
78894000.0,	42.56138258208978,	3.753641747516797,	0.0154300293915756,	0.09640894423940535,	0.42015884926229674,	0.5250574419823908,	400
94672800.0,	42.56138258208978,	3.753641747516797,	0.016337076490162642,	0.10998520464434393,	0.46243928066248385,	0.6021209120366637,	400
110451600.0,	42.56138258208978,	3.753641747516797,	0.018067541722119863,	0.1215921006405668,	0.4998251050342037,	0.6678709070250815,	400
126230400.0,	42.56138258208978,	3.753641747516797,	0.02006445853125586,	0.1318581342550083,	0.5375467233788138,	0.7287540659212304,	400
142009200.0,	42.56138258208978,	3.753641747516797,	0.022059822276987932,	0.14092021067456678,	0.5738618781438729,	0.7867074442488448,	400
157788000.0,	42.56138258208978,	3.753641747516797,	0.02395802231083103,	0.1487071254180813,	0.6062132491113145,	0.8405570797562002,	400
173566800.0,	42.56138258208978,	3.753641747516797,	0.025751751107043724,	0.15551975413233396,	0.6360293508096856,	0.8907241279816237,	400
189345600.0,	42.56138258208978,	3.753641747516797,	0.027404552433324313,	0.16136868855884073,	0.6622453705420412,	0.9363510418458708,	400
205124400.0,	42.56138258208978,	3.753641747516797,	0.02899551747131946,	0.166731726568541,	0.688169093388631,	0.9798141344971676,	400
220903200.0,	42.56138258208978,	3.753641747516797,	0.030469435722555022,	0.17144170252203716,	0.7114966957938551,	1.0195831236679134,	400
236682000.0,	42.56138258208978,	3.753641747516797,	0.03159158190496997,	0.17479549468776165,	0.7263228490238293,	1.0496009664243882,	400
252460800.0,	42.56138258208978,	3.753641747516797,	0.032613765262963924,	0.17776807608081796,	0.7399582185078133,	1.076894531709429,	400
268239600.0,	42.56138258208978,	3.753641747516797,	0.03366755409493146,	0.180787176603321,	0.755241899586697,	1.1049199308063888,	400
284018400.0,	42.56138258208978,	3.753641747516797,	0.03459818063749076,	0.18337327783732732,	0.7683675208693462,	1.1295105030709824,	400
299797200.0,	42.56138258208978,	3.753641747516797,	0.03529247291887993,	0.18523663519594397,	0.7772410128632592,	1.147775923209594,	400
315576000.0,	42.56138258208978,	3.753641747516797,	0.03587731304341984,	0.18677719503725446,	0.7845435441826158,	1.1631304563258473,	400
331354800.0,	42.56138258208978,	3.753641747516797,	0.036340415794330956,	0.18797638069731887,	0.7901237298679473,	1.1752704199890072,	400
347133600.0,	42.56138258208978,	3.753641747516797,	0.0367925721100823,	0.18913799839634668,	0.7957016098575534,	1.1871063855394004,	400
362912400.0,	42.56138258208978,	3.753641747516797,	0.03696703194051471,	0.18957608243246682,	0.7975862761256262,	1.1916711801485942,	400
378691200.0,	42.56138258208978,	3.753641747516797,	0.0371153051867676,	0.18994692695138976,	0.7991843610295235,	1.1955502304487977,	400
394470000.0,	42.56138258208978,	3.753641747516797,	0.037337199454037115,	0.19050270741673359,	0.8017056244049221,	1.2013517051608789,	400
410248800.0,	42.56138258208978,	3.753641747516797,	0.03734488715476398,	0.1905216983454842,	0.8017841221916437,	1.2015527888382955,	400
