time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
2145916800.0,	11.224218113937646,	12.856896033768535,	0.015,	0.05,	0.2,	0.2,	400
2161695600.0,	11.224218113937646,	12.856896033768535,	0.01500193449532955,	0.05062016433738507,	0.2005800474525855,	0.20980403377688286,	400
2177474400.0,	11.224218113937646,	12.856896033768535,	0.015004651539029556,	0.05145497372152449,	0.20156144696008987,	0.22252822482377083,	400
2193253200.0,	11.224218113937646,	12.856896033768535,	0.015008444268049368,	0.05255910189510532,	0.2032696082642524,	0.23853341124443853,	400
2209032000.0,	11.224218113937646,	12.856896033768535,	0.01501369258699062,	0.053989402778775834,	0.20627519870395236,	0.2579001433907233,	400
2224810800.0,	11.224218113937646,	12.856896033768535,	0.015021234728122093,	0.055907390379420996,	0.21199916847505432,	0.28142122580166723,	400
2240589600.0,	11.224218113937646,	12.856896033768535,	0.01503146030537136,	0.05824944641384681,	0.22097833271481698,	0.30713409905942923,	400
2256368400.0,	11.224218113937646,	12.856896033768535,	0.01504544002508351,	0.06102004527110448,	0.23332606350971097,	0.33441795048571765,	400
2272147200.0,	11.224218113937646,	12.856896033768535,	0.015065665138862292,	0.06434658468435059,	0.24951054870904943,	0.3638368404194897,	400
2287926000.0,	11.224218113937646,	12.856896033768535,	0.01509603434405914,	0.068158734580333,	0.2677198950710981,	0.3950015835530226,	400
2303704800.0,	11.224218113937646,	12.856896033768535,	0.015141412477464413,	0.0721171469766965,	0.2845328091135871,	0.42615641632584456,	400
2319483600.0,	11.224218113937646,	12.856896033768535,	0.015216557309700379,	0.07681275525485931,	0.3051367860054749,	0.45996124347662387,	400
2335262400.0,	11.224218113937646,	12.856896033768535,	0.015335905040938394,	0.08154829272272927,	0.32331718970911955,	0.49319570499156146,	400
2351041200.0,	11.224218113937646,	12.856896033768535,	0.015518510266206528,	0.08625264464631217,	0.3400107437685668,	0.5251815009354036,	400
2366820000.0,	11.224218113937646,	12.856896033768535,	0.015774529580796358,	0.09067367353191302,	0.35455656113789635,	0.5546325729385674,	400
2382598800.0,	11.224218113937646,	12.856896033768535,	0.016096526390354648,	0.0946652570505035,	0.3669487674334484,	0.5808866439905864,	400
2398377600.0,	11.224218113937646,	12.856896033768535,	0.016466300724381856,	0.09823338201634048,	0.3777017740728053,	0.6041723205736056,	400
2414156400.0,	11.224218113937646,	12.856896033768535,	0.01688038030468126,	0.10157684171309786,	0.38795698039633914,	0.6258223419870442,	400
2429935200.0,	11.224218113937646,	12.856896033768535,	0.01733131235545831,	0.10475482319292184,	0.3980078047546034,	0.6463442812724015,	400
2445714000.0,	11.224218113937646,	12.856896033768535,	0.017753545584406286,	0.10739616073312865,	0.4060527635782987,	0.663662479468649,	400
2461492800.0,	11.224218113937646,	12.856896033768535,	0.01824266584020663,	0.11027294544379423,	0.4157805878415997,	0.682417527716968,	400
2477271600.0,	11.224218113937646,	12.856896033768535,	0.01873029420235842,	0.11293602363963748,	0.42493350001802216,	0.700002233033329,	400
2493050400.0,	11.224218113937646,	12.856896033768535,	0.01937605998336827,	0.11637733911687981,	0.43928670770860206,	0.7222448967207424,	400
2508829200.0,	11.224218113937646,	12.856896033768535,	0.020002883981204075,	0.11945410976800101,	0.4517634329289207,	0.742708633291813,	400
2524608000.0,	11.224218113937646,	12.856896033768535,	0.02058590813072873,	0.12214005400723046,	0.4623787104028218,	0.7611000313141378,	400
2540386800.0,	11.224218113937646,	12.856896033768535,	0.02114448894300077,	0.12460179458345638,	0.472178756198539,	0.7783329474846417,	400
2556165600.0,	11.224218113937646,	12.856896033768535,	0.021685738706695254,	0.12690272697717478,	0.4814990435228781,	0.7947568491577883,	400
2571944400.0,	11.224218113937646,	12.856896033768535,	0.02217534887901924,	0.12890950608234694,	0.4895382667851825,	0.8094210014616096,	400
2587723200.0,	11.224218113937646,	12.856896033768535,	0.022615855935867926,	0.13066203432591944,	0.496513349957743,	0.8224929135455356,	400
2603502000.0,	11.224218113937646,	12.856896033768535,	0.023022326726058393,	0.1322417042671323,	0.5028370863139946,	0.8344717693470612,	400
2619280800.0,	11.224218113937646,	12.856896033768535,	0.02341577367171868,	0.13374300753510623,	0.5089768715700369,	0.8460004763447435,	400
2635059600.0,	11.224218113937646,	12.856896033768535,	0.02374723092641519,	0.13497909261392513,	0.5139352786925502,	0.8556634499358967,	400
2650838400.0,	11.224218113937646,	12.856896033768535,	0.024037220782010593,	0.13604241838179681,	0.5181790777840286,	0.864087313447242,	400
2666617200.0,	11.224218113937646,	12.856896033768535,	0.024338096809320583,	0.1371355300952209,	0.5226899269768627,	0.8728009356784595,	400
2682396000.0,	11.224218113937646,	12.856896033768535,	0.024627597394877403,	0.13817468549593875,	0.527044574850132,	0.8811576757473263,	400
2698174800.0,	11.224218113937646,	12.856896033768535,	0.024852917683587574,	0.13896980253735897,	0.5302899184558117,	0.8876430966864599,	400
2713953600.0,	11.224218113937646,	12.856896033768535,	0.02507685735552432,	0.1397539764512267,	0.5335493652146837,	0.8940755285887257,	400
2729732400.0,	11.224218113937646,	12.856896033768535,	0.025256509240399645,	0.1403756060306539,	0.536094919617925,	0.8992259339106852,	400
2745511200.0,	11.224218113937646,	12.856896033768535,	0.02548373264938472,	0.14116106989602178,	0.5394807127326172,	0.9057287791458208,	400
2761290000.0,	11.224218113937646,	12.856896033768535,	0.025743133206435117,	0.14205414061183808,	0.5434936860608757,	0.9131339996824547,	400
2777068800.0,	11.224218113937646,	12.856896033768535,	0.025954570904297074,	0.14277191154225635,	0.5466633270505717,	0.9191532519813043,	400
2792847600.0,	11.224218113937646,	12.856896033768535,	0.026115201833985167,	0.14331064688843195,	0.5489915089696655,	0.9237174039942466,	400
2808626400.0,	11.224218113937646,	12.856896033768535,	0.0262512908468188,	0.14379799909608373,	0.551662734027178,	0.9275791846480026,	400
2824405200.0,	11.224218113937646,	12.856896033768535,	0.026384139293529025,	0.14423759144254233,	0.5535560186312514,	0.931338079138873,	400
2840184000.0,	11.224218113937646,	12.856896033768535,	0.026449172387666642,	0.14446573914394711,	0.5547597654439244,	0.9331768636829151,	400
2855962800.0,	11.224218113937646,	12.856896033768535,	0.02664763954237998,	0.14517583469696987,	0.5589066871435499,	0.9387782811405616,	400
2871741600.0,	11.224218113937646,	12.856896033768535,	0.02682395440385749,	0.1457529367361309,	0.5615148208512057,	0.9437316498796248,	400
2887520400.0,	11.224218113937646,	12.856896033768535,	0.026965030020214116,	0.14624235828276186,	0.5642421298856788,	0.947690058175223,	400
2903299200.0,	11.224218113937646,	12.856896033768535,	0.027033791680152977,	0.14647701599121596,	0.565488484292089,	0.9496149203641979,	400
2919078000.0,	11.224218113937646,	12.856896033768535,	0.027226700740886168,	0.14714668984386817,	0.5693909193590407,	0.9550060827982124,	400
2934856800.0,	11.224218113937646,	12.856896033768535,	0.027488624877439485,	0.14805994503578693,	0.5750060513523743,	0.9622947170241275,	400
2950635600.0,	11.224218113937646,	12.856896033768535,	0.027721202950948293,	0.14885223334268724,	0.5797036445090389,	0.9687294215309877,	400
2966414400.0,	11.224218113937646,	12.856896033768535,	0.027897643391042972,	0.14944252926267523,	0.5830838670219308,	0.9735912045954128,	400
2982193200.0,	11.224218113937646,	12.856896033768535,	0.028019982906776545,	0.14984407245464362,	0.5852772791482724,	0.9769539118037495,	400
2997972000.0,	11.224218113937646,	12.856896033768535,	0.028121506747138217,	0.15019594045894535,	0.5875317401469001,	0.9797405539690884,	400
3013750800.0,	11.224218113937646,	12.856896033768535,	0.028213168631647162,	0.15051168968372655,	0.5895420933683555,	0.9822509855629594,	400
3029529600.0,	11.224218113937646,	12.856896033768535,	0.028257174709261243,	0.15066141415868442,	0.5904650143551113,	0.983454171091856,	400
3045308400.0,	11.224218113937646,	12.856896033768535,	0.028268043891311996,	0.15069812457170134,	0.5906863308489396,	0.9837511538083231,	400
3061087200.0,	11.224218113937646,	12.856896033768535,	0.028303851406660845,	0.15081953381548002,	0.5914312307967071,	0.9847292395503107,	400
3076866000.0,	11.224218113937646,	12.856896033768535,	0.028340348632234655,	0.15094313432339426,	0.5921904596249631,	0.9857255202863875,	400
