time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
4370727600.0,	3.048272728969459,	8.01506922711602,	0.015,	0.05,	0.2,	0.2,	400
4386506400.0,	3.048272728969459,	8.01506922711602,	0.015001560135100782,	0.050778793419812056,	0.20451520564625014,	0.20790680962062935,	400
4402285200.0,	3.048272728969459,	8.01506922711602,	0.015003388767046951,	0.051700396410846415,	0.21011541823915547,	0.21666729101432783,	400
4418064000.0,	3.048272728969459,	8.01506922711602,	0.01500545449110848,	0.052728685149924785,	0.21645651508591046,	0.22594979339025717,	400
4433842800.0,	3.048272728969459,	8.01506922711602,	0.015007801955242232,	0.053873011661317284,	0.22355273338840065,	0.23577812515245603,	400
4449621600.0,	3.048272728969459,	8.01506922711602,	0.015011817777576597,	0.05526847786154609,	0.2284155416182305,	0.2513203505664455,	400
4465400400.0,	3.048272728969459,	8.01506922711602,	0.01501700989483942,	0.05700866653421237,	0.23564300641057057,	0.2688219469238264,	400
4481179200.0,	3.048272728969459,	8.01506922711602,	0.015020029627806306,	0.058450969744719895,	0.24680281072560106,	0.27746687019464294,	400
4496958000.0,	3.048272728969459,	8.01506922711602,	0.015023769140275919,	0.060189327016716615,	0.259850626014976,	0.2873157175551823,	400
4512736800.0,	3.048272728969459,	8.01506922711602,	0.015028987964626877,	0.06230622872724475,	0.2740792385461418,	0.29972779548007755,	400
4528515600.0,	3.048272728969459,	8.01506922711602,	0.015036190258933883,	0.06482605889738365,	0.2894300380299836,	0.31464914647125686,	400
4544294400.0,	3.048272728969459,	8.01506922711602,	0.015045667214159399,	0.06756659032692414,	0.30440019716128663,	0.33108812740139715,	400
4560073200.0,	3.048272728969459,	8.01506922711602,	0.0150575627705731,	0.07037733302158768,	0.3184700996148724,	0.3478508278094182,	400
4575852000.0,	3.048272728969459,	8.01506922711602,	0.015072752989316023,	0.0733143668423485,	0.33231428789631073,	0.3649747418363571,	400
4591630800.0,	3.048272728969459,	8.01506922711602,	0.015092391691424881,	0.07638788476540019,	0.3460914231209649,	0.38241649942840983,	400
