time ,	 x ,	 y ,	r_stem,	h_stem,	r_crown,	r_root,	k_geo
1577880000.0,	92.43138551937274,	7.979812304884794,	0.015,	0.05,	0.2,	0.2,	400
1593658800.0,	92.43138551937274,	7.979812304884794,	0.015008535855698158,	0.056639321880039964,	0.25933123341014636,	0.24325632257344623,	400
1609437600.0,	92.43138551937274,	7.979812304884794,	0.01501377130083895,	0.06285051529606098,	0.31412271547918874,	0.2627307000518917,	400
1625216400.0,	92.43138551937274,	7.979812304884794,	0.015038313593187438,	0.07589272610034653,	0.37686810673619614,	0.3385662650087157,	400
1640995200.0,	92.43138551937274,	7.979812304884794,	0.01508012105497769,	0.090547643715692,	0.4568017971481965,	0.38727749383776217,	400
1656774000.0,	92.43138551937274,	7.979812304884794,	0.015232030894953843,	0.11106656272068481,	0.5352736607973576,	0.4647561886895805,	400
1672552800.0,	92.43138551937274,	7.979812304884794,	0.015906869704346033,	0.1345948345642305,	0.6079549809479757,	0.5562512489575231,	400
1688331600.0,	92.43138551937274,	7.979812304884794,	0.017881042736638236,	0.15541613148011943,	0.6778366140143227,	0.6309212109847114,	400
1704110400.0,	92.43138551937274,	7.979812304884794,	0.02029816244685598,	0.17404394164132742,	0.7518192550852081,	0.6962775064340107,	400
1719889200.0,	92.43138551937274,	7.979812304884794,	0.023143036108859337,	0.19012886583606525,	0.808853249984058,	0.7707284986719615,	400
1735668000.0,	92.43138551937274,	7.979812304884794,	0.024984387214505698,	0.20442441262052716,	0.8895010939025644,	0.8206404015072958,	400
1751446800.0,	92.43138551937274,	7.979812304884794,	0.026640921238340734,	0.21660298369713546,	0.9597262330775471,	0.8613414777856196,	400
1767225600.0,	92.43138551937274,	7.979812304884794,	0.027860244599424506,	0.22614765220296737,	1.0179691619852198,	0.8900890464788693,	400
1783004400.0,	92.43138551937274,	7.979812304884794,	0.029509399804612185,	0.2366085450116506,	1.0759780400180659,	0.9275935443859054,	400
1798783200.0,	92.43138551937274,	7.979812304884794,	0.0306474356634093,	0.24469283267862676,	1.1256745046282457,	0.9535103208709964,	400
1814562000.0,	92.43138551937274,	7.979812304884794,	0.031926037093675,	0.2529907620172768,	1.1751586778772718,	0.9820459076113455,	400
1830340800.0,	92.43138551937274,	7.979812304884794,	0.0333129968843306,	0.261008724505991,	1.2201891111720655,	1.0127043508433184,	400
1846119600.0,	92.43138551937274,	7.979812304884794,	0.035095410526082615,	0.2673392332159941,	1.235259414454458,	1.052112967545199,	400
1861898400.0,	92.43138551937274,	7.979812304884794,	0.038224396016324394,	0.2761174821085033,	1.2445519498860247,	1.1248206145581754,	400
1877677200.0,	92.43138551937274,	7.979812304884794,	0.041324999526376624,	0.28459077416234013,	1.258127190232963,	1.2028768931089715,	400
1893456000.0,	92.43138551937274,	7.979812304884794,	0.04450777657808814,	0.29292817721678394,	1.278106947850053,	1.2841995047925283,	400
1909234800.0,	92.43138551937274,	7.979812304884794,	0.047740125013370625,	0.301081162568624,	1.3059218688092253,	1.3660345849287354,	400
1925013600.0,	92.43138551937274,	7.979812304884794,	0.05076193284001232,	0.308504547972887,	1.338850438622271,	1.4411037838700425,	400
1940792400.0,	92.43138551937274,	7.979812304884794,	0.05387061186357077,	0.31623927474238966,	1.3870870254374865,	1.516501429910236,	400
1956571200.0,	92.43138551937274,	7.979812304884794,	0.0568958997073287,	0.3235427093458946,	1.438092937026365,	1.587408328905318,	400
1972350000.0,	92.43138551937274,	7.979812304884794,	0.059396356080449075,	0.32956859617187556,	1.484560819482674,	1.6445374996837214,	400
